Name,Type,City,County,State,FAA Region,Site No.,Control Tower,Facility Use,Owner Type,Latitude,Longitude
PATRUM FIELD,AIRPORT,EMINENCE,MORGAN,IN,AGL,05251.5*A,N,PR,PR,39.5736577778,-86.6180572222
GRAY,AIRPORT,BOGGSTOWN,SHELBY,IN,AGL,05136.*A,N,PR,PR,39.5736588889,-85.9138705556
CECIL COUNTY,AIRPORT,ELKTON,CECIL,MD,AEA,08536.02*A,N,PU,PR,39.5741944444,-75.8697777778
GREEN LANDINGS,AIRPORT,HEDGESVILLE,BERKELEY,WV,AEA,26680.01*A,N,PR,PR,39.5747222222,-77.9715166667
YANKEE PORT,HELIPORT,GREENWOOD VILLAGE,ARAPAHOE,CO,ANM,02627.6*H,N,PR,PR,39.5749883333,-104.8755336111
ARAPAHOE MEDICAL PARK/LITTLETON HOSPITAL,HELIPORT,LITTLETON,ARAPAHOE,CO,ANM,02668.19*H,N,PR,PR,39.5763766667,-104.9866488889
WEBSTER,AIRPORT,HOMER,RUSH,IN,AGL,05354.8*A,N,PR,PR,39.5767136111,-85.5877516667
NOLTAS,AIRPORT,WILLOWS,GLENN,CA,AWP,02460.*A,N,PR,PR,39.5790480556,-122.2010941667
BUSSART,AIRPORT,DUDLEY,EDGAR,IL,AGL,04590.2*A,N,PR,PR,39.5792013889,-87.8486419444
GARDNER,AIRPORT,BOGGSTOWN,SHELBY,IN,AGL,05136.01*A,N,PR,PR,39.5797697222,-85.9322041667
VALLEY POINT,AIRPORT,VALLEY POINT,PRESTON,WV,AEA,26928.*A,N,PR,PR,39.5798061111,-79.6497725000
FOREST HILL,AIRPORT,FOREST HILL,HARFORD,MD,AEA,08550.8*A,N,PR,PR,39.5801063889,-76.3746827778
SUMMIT MEDICAL CENTER,HELIPORT,FRISCO,SUMMIT,CO,ANM,02615.75*H,N,PR,PR,39.5806666667,-106.0925000000
GARRETT COUNTY,AIRPORT,OAKLAND,GARRETT,MD,AEA,08604.1*A,N,PU,PU,39.5808055556,-79.3359444444
ANDERSON AIRFIELD,AIRPORT,BELLBROOK,GREENE,OH,AGL,17590.*A,N,PR,PR,39.5809722222,-84.0921944444
HANSHELL FLYING APPLE,AIRPORT,OCTA,FAYETTE,OH,AGL,18352.*A,N,PR,PR,39.5811722222,-83.6510330556
SIERRAVILLE DEARWATER,AIRPORT,SIERRAVILLE,SIERRA,CA,AWP,02295.4*A,N,PU,PU,39.5816666667,-120.3540277778
THORN FIELD,AIRPORT,BARGERSVILLE,JOHNSON,IN,AGL,05107.8*A,N,PR,PR,39.5828247222,-86.1797100000
HUESTON WOODS LODGE,HELIPORT,OXFORD,PREBLE,OH,AGL,18369.2*H,N,PR,PU,39.5828294444,-84.7627325000
SHELBYVILLE MUNI,AIRPORT,SHELBYVILLE,SHELBY,IN,AGL,05649.1*A,N,PU,PU,39.5831388889,-85.8048055556
BAXTER PASS,HELIPORT,RANGELY,RIO BLANCO,CO,ANM,02709.99*H,N,PR,PR,39.5833080556,-108.9506611111
MARSHDALE,AIRPORT,EVERGREEN,JEFFERSON,CO,ANM,02598.7*A,N,PR,PR,39.5833213889,-105.3033258333
ARMY AVIATION SUPPORT FACILITY,HELIPORT,SHELBYVILLE,SHELBY,IN,AGL,05649.12*H,N,PR,PU,39.5833802778,-85.7999794444
COOPER FIELD,AIRPORT,REELSVILLE,PUTNAM,IN,AGL,05596.7*A,N,PR,PR,39.5835000000,-86.9525277778
MANOR HOUSE,HELIPORT,LITTLETON,JEFFERSON,CO,ANM,02668.24*H,N,PR,PR,39.5869333333,-105.1694333333
LAURA'S LANDING,AIRPORT,HAGERSTOWN,WASHINGTON,MD,AEA,08569.04*A,N,PR,PR,39.5869444444,-77.6450000000
KAY AIR,AIRPORT,MOORESVILLE,MORGAN,IN,AGL,05499.52*A,N,PR,PR,39.5872222222,-86.2755555556
FARRIS STRIP,AIRPORT,FAUCETT,BUCHANAN,MO,ACE,11718.*A,N,PR,PR,39.5881905556,-94.7838227778
ELMER COMMUNITY HOSPITAL,HELIPORT,ELMER,SALEM,NJ,AEA,13686.02*H,N,PR,PR,39.5884477778,-75.1812936111
FOLTZ FARM,AIRPORT,SHELBYVILLE,SHELBY,IN,AGL,05649.15*A,N,PR,PR,39.5886111111,-85.7361111111
DAYTON-WRIGHT BROTHERS,AIRPORT,DAYTON,MONTGOMERY,OH,AGL,17825.*A,N,PU,PU,39.5889722222,-84.2248611111
HOPKINS,HELIPORT,MOORESVILLE,MORGAN,IN,AGL,05499.53*H,N,PR,PR,39.5894911111,-86.3905491667
BURSCH PRIVATE,AIRPORT,BIRD CITY,CHEYENNE,KS,ACE,06495.11*A,N,PR,PR,39.5911075000,-101.5926680556
HUMMEL,AIRPORT,GERMANTOWN,MONTGOMERY,OH,AGL,17951.42*A,N,PR,PR,39.5931133333,-84.3438313889
CENTENNIAL HEALTHCARE PLAZA,HELIPORT,ENGLEWOOD,ARAPAHOE,CO,ANM,02594.01*H,N,PR,PR,39.5944327778,-104.8233094444
DONALD A. HAMILTON,AIRPORT,PAWNEE,SANGAMON,IL,AGL,04932.1*A,N,PR,PR,39.5944961111,-89.5945405556
PLATTSBURG AIRPARK,AIRPORT,PLATTSBURG,CLINTON,MO,ACE,12015.*A,N,PU,PR,39.5945833333,-94.4614166667
EMMANUEL,AIRPORT,ELMER,SALEM,NJ,AEA,13686.01*A,N,PR,PR,39.5967811111,-75.2335188889
HARP,AIRPORT,WOLFSVILLE,FREDERICK,MD,AEA,08683.*A,N,PR,PR,39.5969444444,-77.5466666667
VINAYAKA MISSIONS AMERICA UNIVERSITY,HELIPORT,HAGERSTOWN,WASHINGTON,MD,AEA,08569.03*H,N,PR,PR,39.5991666667,-77.7638888889
GYPSUM CREEK RANCH,AIRPORT,GYPSUM,EAGLE,CO,ANM,02632.*A,N,PR,PR,39.5999844444,-106.9742116667
JIMS,AIRPORT,GERMANTOWN,MONTGOMERY,OH,AGL,17951.41*A,N,PR,PR,39.6000563889,-84.4166113889
FRY FIELD,AIRPORT,SPRING VALLEY,GREENE,OH,AGL,18538.1*A,N,PR,PR,39.6006155556,-84.0196550000
SWEDISH S.W. MEDICAL,HELIPORT,LITTLETON,JEFFERSON,CO,ANM,02688.25*H,N,PR,PR,39.6030555556,-105.0908333333
STATE HIGHWAY PARIS,HELIPORT,PARIS,EDGAR,IL,AGL,04931.23*H,N,PR,PU,39.6033680556,-87.7122488889
BERLING,HELIPORT,MOORESVILLE,MORGAN,IN,AGL,05499.51*H,N,PR,PR,39.6036575000,-86.4416619444
EUREKA,AIRPORT,EUREKA,EUREKA,NV,AWP,13054.*A,N,PU,PU,39.6037500000,-116.0036111111
SNAKE RIVER HEALTH SERVICES INC,HELIPORT,KEYSTONE,SUMMIT,CO,ANM,02646.7*H,N,PR,PR,39.6041533333,-105.9589036111
MEXICO FARMS,AIRPORT,CUMBERLAND,ALLEGANY,MD,AEA,08512.*A,N,PU,PR,39.6052500000,-78.7608888889
ILLINI COMMUNITY HOSPITAL,HELIPORT,PITTSFIELD,PIKE,IL,AGL,04945.54*H,N,PR,PR,39.6072697222,-90.8140180556
PARIS COMMUNITY HOSPITAL,HELIPORT,PARIS,EDGAR,IL,AGL,04931.22*H,N,PR,PR,39.6078125000,-87.6764144444
CARROLL COUNTY RGNL/JACK B POAGE FIELD,AIRPORT,WESTMINSTER,CARROLL,MD,AEA,08677.*A,N,PU,PU,39.6082777778,-77.0076666667
IDLERS FLD,AIRPORT,KIRK,YUMA,CO,ANM,02646.9*A,N,PR,PR,39.6083241667,-102.5407572222
PAUL E. KROENLEIN,AIRPORT,MOWEAQUA,SHELBY,IL,AGL,04891.51*A,N,PR,PR,39.6083708333,-88.8584075000
REINOEHL FIELD,AIRPORT,LENA,PARKE,IN,AGL,05432.*A,N,PR,PR,39.6097655556,-87.0152905556
OWENS FIELD,AIRPORT,GREENCASTLE,PUTNAM,IN,AGL,05311.2*A,N,PR,PR,39.6108797222,-86.7561177778
IL EMERGENCY OPERATIONS CENTER,HELIPORT,SPRINGFIELD,SANGAMON,IL,AGL,05007.17*H,N,PR,PR,39.6113888889,-89.6044444444
BAUGHER'S ORCHARD,AIRPORT,WESTMINSTER,CARROLL,MD,AEA,08677.11*A,N,PR,PR,39.6116666667,-77.0519444444
FRICKE,AIRPORT,SPRING VALLEY,GREENE,OH,AGL,18538.*A,N,PR,PR,39.6131158333,-83.9924319444
CARBON COUNTY RGNL/BUCK DAVIS FIELD,AIRPORT,PRICE,CARBON,UT,ANM,25259.*A,N,PU,PU,39.6139166667,-110.7514444444
UNIVERSAL MINE,HELIPORT,UNIVERSAL,VERMILLION,IN,AGL,05697.01*H,N,PR,PR,39.6139250000,-87.4619644444
HELTON,HELIPORT,HAZELWOOD,HENDRICKS,IN,AGL,05348.8*H,N,PR,PR,39.6144908333,-86.5208311111
GREATER CUMBERLAND RGNL,AIRPORT,CUMBERLAND,ALLEGANY,MD,AEA,08512.1*A,N,PU,PU,39.6153870278,-78.7608071667
SLAUGHTER,AIRPORT,MARCELINE,CHARITON,MO,ACE,11898.1*A,N,PR,PR,39.6161377778,-92.8668600000
VAIL JUNCTION,HELIPORT,VAIL,EAGLE,CO,ANM,02747.*H,N,PR,PR,39.6166525000,-106.3839172222
AIRLIFT HELICOPTERS,HELIPORT,RENO,WASHOE,NV,AWP,13123.07*H,N,PR,PR,39.6169166667,-119.8959333333
KEYMAR AIRPARK,AIRPORT,KEYMAR,CARROLL,MD,AEA,08578.5*A,N,PR,PR,39.6195438889,-77.2274833333
SEABROOK,HELIPORT,SALEM,SALEM,NJ,AEA,14280.1*H,N,PR,PR,39.6195575000,-75.4385288889
FARPOINT AIRFIELD,AIRPORT,GRATIS,PREBLE,OH,AGL,17984.*A,N,PR,PR,39.6225000000,-84.4830555556
RUSH MEMORIAL HOSPITAL,HELIPORT,RUSHVILLE,RUSH,IN,AGL,05624.01*H,N,PR,PR,39.6225466667,-85.4433036111
ROBINSON FIELD,AIRPORT,GREENWOOD,JOHNSON,IN,AGL,05323.01*A,N,PR,PR,39.6233333333,-86.0313888889
MOXLEY'S,AIRPORT,DUBLIN,HARFORD,MD,AEA,08521.5*A,N,PR,PR,39.6250000000,-76.2625000000
LYONS FIELD,AIRPORT,JAMESTOWN,GREENE,OH,AGL,18048.02*A,N,PR,PR,39.6250605556,-83.7832583333
GREENWOOD MUNI,AIRPORT,INDIANAPOLIS,JOHNSON,IN,AGL,05370.*A,N,PU,PU,39.6276111111,-86.0880277778
LENORA MUNI,AIRPORT,LENORA,NORTON,KS,ACE,06728.5*A,N,PR,PU,39.6294486111,-100.0154055556
HARRINGTON RANCH,AIRPORT,BENNET,ARAPAHOE,CO,ANM,02518.33*A,N,PR,PR,39.6297083333,-104.5185766667
WM. B. KESSLER MEMORIAL HOSPITAL,HELIPORT,HAMMONTON,ATLANTIC,NJ,AEA,13796.24*H,N,PR,PR,39.6314138889,-74.7727694444
BENT NAIL RANCH,AIRPORT,HORTON,ATCHISON,KS,ACE,06669.01*A,N,PR,PR,39.6333333333,-95.4391666667
BLOOM,AIRPORT,JAMESTOWN,GREENE,OH,AGL,18048.*A,N,PU,PR,39.6333938889,-83.7499238889
PUTNAM COUNTY,AIRPORT,GREENCASTLE,PUTNAM,IN,AGL,05311.*A,N,PU,PU,39.6335555556,-86.8138055556
CAPT. BEN SMITH AIRFIELD - MONROE CITY,AIRPORT,MONROE CITY,MONROE,MO,ACE,11934.4*A,N,PU,PU,39.6344108333,-91.7269944444
AMANDA,AIRPORT,AMANDA,FAIRFIELD,OH,AGL,17534.*A,N,PR,PR,39.6353411111,-82.7379475000
BERTINO,HELIPORT,HAMMONTON,ATLANTIC,NJ,AEA,13796.23*H,N,PR,PR,39.6356725000,-74.7490500000
NEW MARTINSVILLE,SEAPLANE BASE,NEW MARTINSVILLE,WETZEL,WV,AEA,26810.*C,N,PR,PR,39.6359100000,-80.8703777778
MAKOUTZ,AIRPORT,TANEYTOWN,CARROLL,MD,AEA,08657.01*A,N,PR,PR,39.6362111111,-77.1227605556
BELL,AIRPORT,EMMITTSBURG,FREDERICK,MD,AEA,08537.*A,N,PR,PR,39.6363888889,-77.2927777778
ROSE PORK INC,AIRPORT,IONIA,JEWELL,KS,ACE,06691.6*A,N,PR,PR,39.6364000000,-98.3597794444
INDIAN HILLS/FIRE DEPARTMENT,HELIPORT,INDIAN HILLS,JEFFERSON,CO,ANM,02643.351*H,N,PR,PU,39.6366544444,-105.2669352778
DURBIN,AIRPORT,SULLIVAN,MOULTRIE,IL,AGL,05018.*A,N,PR,PR,39.6372569444,-88.6358966667
PITTSFIELD PENSTONE MUNI,AIRPORT,PITTSFIELD,PIKE,IL,AGL,04945.51*A,N,PU,PU,39.6388900833,-90.7785589722
GREYSTONE,HELIPORT,EVERGREEN,JEFFERSON,CO,ANM,02598.73*H,N,PR,PR,39.6408213889,-105.3961061111
LAWLOR-JUSTUS,AIRPORT,FAUCETT,BUCHANAN,MO,ACE,11718.1*A,N,PR,PR,39.6416619444,-94.8135738889
CRAIG COMPANY,HELIPORT,HAGERSTOWN,WASHINGTON,MD,AEA,08569.02*H,N,PR,PR,39.6417625000,-77.7497158333
COOPER,AIRPORT,BELLEVILLE,HENDRICKS,IN,AGL,05111.1*A,N,PR,PR,39.6419908333,-86.5041641667
EAGLE COUNTY RGNL,AIRPORT,EAGLE,EAGLE,CO,ANM,02588.*A,Y,PU,PU,39.6427611111,-106.9159347222
MORGANTOWN MUNI-WALTER L. BILL HART FLD,AIRPORT,MORGANTOWN,MONONGALIA,WV,AEA,26768.*A,Y,PU,PU,39.6429166667,-79.9163055556
MC CHRISTY,AIRPORT,STONINGTON,CHRISTIAN,IL,AGL,05014.5*A,N,PR,PR,39.6430969444,-89.1445261111
MARSHALL FIELD,AIRPORT,ACTON,MARION,IN,AGL,05085.35*A,N,PR,PR,39.6431013889,-85.9816491667
HIDE-A-WAY HILLS RESORT,AIRPORT,BREMEN,HOCKING,OH,AGL,17621.5*A,N,PR,PR,39.6431211111,-82.4668227778
BEAVER CREEK,HELIPORT,BEAVER CREEK,EAGLE,CO,ANM,02517.9*H,N,PR,PR,39.6435963889,-106.8478177778
CLARKS DREAM STRIP,AIRPORT,CIRCLEVILLE,PICKAWAY,OH,AGL,17742.2*A,N,PU,PR,39.6436944444,-83.0174722222
TALL TIMBER,AIRPORT,INDIAN HILLS,JEFFERSON,CO,ANM,02643.35*A,N,PR,PR,39.6438833333,-105.2676333333
CATOCTIN CROSSWIND,AIRPORT,THURMONT,FREDERICK,MD,AEA,08657.7*A,N,PR,PR,39.6463888889,-77.3666666667
WESTERN MARYLAND HEALTH SYSTEM,HELIPORT,CUMBERLAND,ALLEGANY,MD,AEA,08512.02*H,N,PR,PR,39.6466666667,-78.7319444444
DEEDS FIELD,AIRPORT,SUGAR GROVE,FAIRFIELD,OH,AGL,18563.2*A,N,PR,PR,39.6483980556,-82.5398816667
MITE,AIRPORT,CAMDEN,PREBLE,OH,AGL,17669.*A,N,PR,PR,39.6494972222,-84.6299516667
HILVETY,AIRPORT,MOWEAQUA,SHELBY,IL,AGL,04891.5*A,N,PR,PR,39.6500380556,-88.9750775000
UNIVERSITY HOSPITAL,HELIPORT,MORGANTOWN,MONONGALIA,WV,AEA,26768.01*H,N,PR,PR,39.6500808333,-79.9581183333
VAR-SKY,AIRPORT,WOODSTOWN,SALEM,NJ,AEA,14478.*A,N,PR,PR,39.6501138889,-75.2840763889
ST FRANCIS HOSPITAL-SOUTHCAMPUS,HELIPORT,INDIANAPOLIS,MARION,IN,AGL,05370.24*H,N,PR,PR,39.6508333333,-86.1013888889
TOMMY'S AIRPARK,AIRPORT,EDINBURG,CHRISTIAN,IL,AGL,04611.*A,N,PR,PR,39.6511111111,-89.4586111111
TOTEM POLE RANCH,AIRPORT,CALPINE,SIERRA,CA,AWP,01366.*A,N,PR,PR,39.6512911111,-120.4385441667
UNION HOSPITAL CLINTON,HELIPORT,CLINTON,VERMILLION,IN,AGL,05185.02*H,N,PR,PU,39.6524027778,-87.3978638889
NORRIS FIELD,AIRPORT,LIBERTY,UNION,IN,AGL,05433.81*A,N,PR,PR,39.6530555556,-84.8661111111
WEST VIRGINIA UNIV. HOSP. INC. GND. PAD #2,HELIPORT,MORGANTOWN,MONONGALIA,WV,AEA,26768.02*H,N,PR,PR,39.6536111111,-79.9561111111
MORGAN COUNTY,AIRPORT,MC CONNELSVILLE,MORGAN,OH,AGL,18125.*A,N,PU,PU,39.6542383333,-81.8031891667
SWEDISH MEDICAL CENTER,HELIPORT,ENGLEWOOD,ARAPAHOE,CO,ANM,02594.*H,N,PR,PR,39.6547097222,-104.9710927778
SOUTHERN CROSS,AIRPORT,WILLIAMSTOWN,GLOUCESTER,NJ,AEA,14462.91*A,N,PU,PR,39.6555555556,-75.0144444444
FAYETTE MEMORIAL HOSPITAL,HELIPORT,CONNERSVILLE,FAYETTE,IN,AGL,05194.11*H,N,PR,PR,39.6567138889,-85.1321833333
LIFELINE LANDING AREA,HELIPORT,CONNERSVILLE,FAYETTE,IN,AGL,05194.01*H,N,PR,PR,39.6583805556,-85.1435722222
IDEAL MFG CORP,AIRPORT,HAMMONTON,ATLANTIC,NJ,AEA,13796.21*A,N,PR,PR,39.6584500000,-74.8023847222
CURRY,AIRPORT,GRIGGSVILLE,PIKE,IL,AGL,04717.*A,N,PR,PR,39.6592138889,-90.7001272222
STEVENS FARMS,AIRPORT,RUSHVILLE,RUSH,IN,AGL,05624.02*A,N,PR,PR,39.6605555556,-85.5483333333
RAINBOW'S END,AIRPORT,SALEM,SALEM,NJ,AEA,14280.02*A,N,PR,PR,39.6611111111,-75.4652777778
EAGLES NEST,AIRPORT,WEST CREEK,OCEAN,NJ,AEA,14447.*A,N,PU,PR,39.6650833333,-74.3075555556
BOOZE ISLAND,AIRPORT,ST JOSEPH,BUCHANAN,MO,ACE,12074.02*A,N,PR,PR,39.6652722222,-95.0133016667
AC & R COMPONENTS,HELIPORT,CHATHAM,SANGAMON,IL,AGL,04495.82*H,N,PR,PR,39.6652777778,-89.7055555556
MC NEIL FIELD,AIRPORT,FOUNTAINTOWN,SHELBY,IN,AGL,05283.5*A,N,PR,PR,39.6652777778,-85.8166666667
SPANISH SPRINGS,AIRPORT,RENO,WASHOE,NV,AWP,13123.01*A,N,PU,PU,39.6665766667,-119.7232433333
HAMMONTON MUNI,AIRPORT,HAMMONTON,ATLANTIC,NJ,AEA,13796.2*A,N,PU,PU,39.6674722222,-74.7577222222
SOUTHPORT,HELIPORT,INDIANAPOLIS,MARION,IN,AGL,05370.08*H,N,PR,PR,39.6681008333,-86.0949850000
RENO/STEAD,AIRPORT,RENO,WASHOE,NV,AWP,13124.*A,N,PU,PU,39.6681769444,-119.8764396389
HIGH VALLEY,AIRPORT,NORTH EAST,WASHINGTON,MD,AEA,08603.*A,N,PR,PR,39.6686111111,-75.9602777778
MOUNT MORRISON,HELIPORT,MORRISON,JEFFERSON,CO,ANM,02694.8*H,N,PR,PU,39.6691541667,-105.2197116667
EAST MOORE FIELD,AIRPORT,BYERS,ARAPAHOE,CO,ANM,02531.4*A,N,PR,PR,39.6705361111,-104.1360694444
JOHNSEN,AIRPORT,CHICO,BUTTE,CA,AWP,01395.3*A,N,PR,PR,39.6707166667,-121.8858111111
PORTER MEMORIAL HOSPITAL,HELIPORT,DENVER,DENVER,CO,ANM,02567.17*H,N,PR,PR,39.6708205556,-104.9755366667
YOUNGBERG RANCH,AIRPORT,LEMMON VALLEY,WASHOE,NV,AWP,13084.*A,N,PR,PR,39.6732425000,-119.8129691667
REYHAN,HELIPORT,LOAMI,SANGAMON,IL,AGL,04826.51*H,N,PR,PR,39.6775513889,-89.8051027778
NEW CASTLE,AIRPORT,WILMINGTON,NEW CASTLE,DE,AEA,02999.*A,Y,PU,PU,39.6787222222,-75.6066388889
HORTON MUNI,AIRPORT,HORTON,BROWN,KS,ACE,06669.*A,N,PU,PU,39.6791686111,-95.5335913889
SKYDIVE GREENE COUNTY INC,AIRPORT,XENIA,GREENE,OH,AGL,18733.*A,N,PR,PR,39.6792266667,-83.8707613889
IDLER BRO'S,AIRPORT,KIRK,YUMA,CO,ANM,02646.91*A,N,PR,PR,39.6794344444,-102.5907594444
GREER,AIRPORT,TANEYTOWN,CARROLL,MD,AEA,08657.03*A,N,PR,PR,39.6799166667,-77.1136111111
STALLONE,AIRPORT,HARRISONVILLE,GLOUCESTER,NJ,AEA,13806.8*A,N,PR,PR,39.6801136111,-75.2524077778
WETZEL COUNTY HOSPITAL,HELIPORT,NEW MARTINSVILLE,WETZEL,WV,AEA,26809.01*H,N,PR,PU,39.6815833333,-80.8488333333
SHARP,AIRPORT,BETHANY,MOULTRIE,IL,AGL,04427.7*A,N,PR,PR,39.6816666667,-88.7644444444
MORAINE AIR PARK,AIRPORT,DAYTON,MONTGOMERY,OH,AGL,17823.*A,N,PU,PR,39.6825588889,-84.2429963889
MAYBERRY RUN,AIRPORT,WESTMINSTER/SILVER RUN,CARROLL,MD,AEA,08677.2*A,N,PR,PR,39.6828775000,-77.0972047222
FARM STRIP,AIRPORT,FINLY,SHELBY,IN,AGL,05268.7*A,N,PR,PR,39.6830555556,-85.8441666667
WYRILL FARMING,AIRPORT,KIRWIN,PHILLIPS,KS,ACE,06712.45*A,N,PR,PR,39.6833438889,-99.1284219444
P W JOHNSON MEMORIAL,AIRPORT,NEW MARTINSVILLE,WETZEL,WV,AEA,26809.*A,N,PU,PU,39.6840000000,-80.8622500000
WILLARD FIELD,AIRPORT,BREMEN,FAIRFIELD,OH,AGL,17621.51*A,N,PR,PR,39.6844027778,-82.4667500000
HOLMES,AIRPORT,PAWNEE,SANGAMON,IL,AGL,04932.12*A,N,PR,PR,39.6844952778,-89.5987072222
NAT'L EMERGENCY TRAINING CNTR,HELIPORT,EMMITSBURG,FREDERICK,MD,AEA,08537.01*H,N,PR,PU,39.6850000000,-77.3183333333
RONSHAUSEN,AIRPORT,DARBYVILLE,PICKAWAY,OH,AGL,17817.5*A,N,PR,PR,39.6850622222,-83.0718519444
MC COLLOUGH AIRFIELD,AIRPORT,RANDALL,JEWELL,KS,ACE,06857.8*A,N,PR,PR,39.6852750000,-97.9711555556
MARCIDALE,AIRPORT,AMO,HENDRICKS,IN,AGL,05088.*A,N,PR,PR,39.6855555556,-86.6022222222
DENVER POLICE DEPARTMENT-DISTRICT 3,HELIPORT,DENVER,DENVER,CO,ANM,02576.22*H,N,PR,PU,39.6874872222,-104.9597030556
LINDSEY L.S.,AIRPORT,CIRCLEVILLE,PICKAWAY,OH,AGL,17742.12*A,N,PR,PR,39.6875619444,-83.0968530556
CHRISTINA HOSPITAL,HELIPORT,NEWARK,NEW CASTLE,DE,AEA,02987.*H,N,PR,PR,39.6876111111,-75.6671638889
SIMONS,AIRPORT,AURORA,ARAPAHOE,CO,ANM,02517.422*A,N,PR,PR,39.7163763889,-104.7324708333
AURORA RGNL MEDICAL CENTER,HELIPORT,AURORA,ARAPAHOE,CO,ANM,02517.43*H,N,PR,PR,39.6883208333,-104.8321975000
BUTTE CREEK HOG RANCH,AIRPORT,CHICO,BUTTE,CA,AWP,01395.2*A,N,PR,PR,39.6887730556,-121.7838658333
ARAPAHOE,HELIPORT,IDAHO SPRINGS,CLEAR CREEK,CO,ANM,02642.8*H,N,PR,PR,39.6908213889,-105.5047197222
GREENE COUNTY-LEWIS A. JACKSON RGNL,AIRPORT,DAYTON,GREENE,OH,AGL,17820.*A,N,PU,PU,39.6910277778,-83.9919902778
YOUNG'S STRIP,AIRPORT,BENNETT,ARAPAHOE,CO,ANM,02518.35*A,N,PR,PR,39.6911111111,-104.4155555556
THOMAS BROWNE AIRPARK,AIRPORT,GLASSBORO,GLOUCESTER,NJ,AEA,13761.13*A,N,PR,PR,39.6915030556,-75.1432333333
PERRY COUNTY,AIRPORT,NEW LEXINGTON,PERRY,OH,AGL,18291.*A,N,PU,PU,39.6915966667,-82.1977858333
POTOMAC AIRPARK,AIRPORT,BERKELEY SPRINGS,MORGAN,WV,AEA,26530.*A,N,PU,PR,39.6926111111,-78.1660833333
MC INTOSH,AIRPORT,FARMERSVILLE,MONTGOMERY,OH,AGL,17904.*A,N,PR,PR,39.6958880556,-84.4485583333
VAN SLYKE FIELD,AIRPORT,WATKINS,ARAPAHOE,CO,ANM,02755.211*A,N,PR,PR,39.6960966667,-104.4757963889
MORNINGSTAR NORTH,AIRPORT,WEST ALEXANDRIA,PREBLE,OH,AGL,18652.9*A,N,PR,PR,39.6972755556,-84.5427277778
DEEPWATER,HELIPORT,DEEPWATER,SALEM,NJ,AEA,13646.02*H,N,PR,PR,39.6976133333,-75.4949194444
GATES RUBBER CO,HELIPORT,DENVER,DENVER,CO,ANM,02567.1*H,N,PR,PR,39.6980427778,-104.9872038889
METTEL FIELD,AIRPORT,CONNERSVILLE,FAYETTE,IN,AGL,05194.*A,N,PU,PU,39.6981944444,-85.1311388889
WJRZ RADIO,HELIPORT,MANAHAWKIN,OCEAN,NJ,AEA,13960.04*H,N,PR,PR,39.6992858333,-74.2343069444
RIO BLANCO,HELIPORT,RIO BLANCO,RIO BLANCO,CO,ANM,02711.6*H,N,PR,PR,39.6999766667,-107.9506283333
SPICKARD FARM,AIRPORT,BYERS,ARAPAHOE,CO,ANM,02531.412*A,N,PR,PR,39.6999819444,-104.2505136111
CASTLE PEAK,HELIPORT,WOLCOTT,EAGLE,CO,ANM,02760.4*H,N,PR,PR,39.6999861111,-106.7672594444
SOARING SUN,SEAPLANE BASE,HARVEY CEDARS,OCEAN,NJ,AEA,13808.*C,N,PR,PR,39.7000000000,-74.1527777778
MC COY,AIRPORT,BLUE MOUND,CHRISTIAN,IL,AGL,04434.*A,N,PR,PR,39.7000422222,-89.2089705556
FORT RITCHIE,HELIPORT,FORT RITCHIE,BALTIMORE,MD,AEA,08552.3*H,N,PR,MR,39.7000952778,-77.4997116667
EDGAR COUNTY,AIRPORT,PARIS,EDGAR,IL,AGL,04931.41*A,N,PU,PU,39.7001594444,-87.6696186111
BUCKLEY AFB,AIRPORT,AURORA,ARAPAHOE,CO,ANM,02517.41*A,Y,PR,MA,39.7017611111,-104.7519611111
WHITE'S,AIRPORT,DARBYVILLE,PICKAWAY,OH,AGL,17817.51*A,N,PR,PR,39.7028397222,-83.0938888889
SHAG BARK FARMS,HELIPORT,CHATHAM,SANGAMON,IL,AGL,04495.8*H,N,PR,PR,39.7036630556,-89.7489902778
CROSS KEYS,AIRPORT,CROSS KEYS,GLOUCESTER,NJ,AEA,13640.1*A,N,PU,PR,39.7054758333,-75.0330030556
CHERRY CREEK TOWNHOUSE,HELIPORT,GLENDALE,ARAPAHOE,CO,ANM,02616.6*H,N,PR,PR,39.7055427778,-104.9394238889
RICHARDSON,AIRPORT,NEW BERLIN,SANGAMON,IL,AGL,04899.721*A,N,PR,PR,39.7075000000,-89.8830555556
HAGERSTOWN RGNL-RICHARD A HENSON FLD,AIRPORT,HAGERSTOWN,WASHINGTON,MD,AEA,08569.*A,Y,PU,PU,39.7085000000,-77.7265000000
HUNDLEY,AIRPORT,ROCHESTER,SANGAMON,IL,AGL,04971.21*A,N,PR,PR,39.7091666667,-89.4902777778
BUTCH'S STRIP,AIRPORT,ST JOSEPH,BUCHANAN,MO,ACE,12074.01*A,N,PR,PR,39.7097169444,-94.8021855556
PARADISE SKYPARK,AIRPORT,PARADISE,BUTTE,CA,AWP,02026.5*A,N,PR,PR,39.7105555556,-121.6165000000
HANNIBAL RGNL HOSPITAL,HELIPORT,HANNIBAL,MARION,MO,ACE,11765.1*H,N,PR,PR,39.7111561111,-91.4507075000
PSI,HELIPORT,PLAINFIELD,HENDRICKS,IN,AGL,05583.1*H,N,PR,PR,39.7111563889,-86.3855491667
