Capacity Factor
30.828125
31.234375
32.03125
29.984375
29.3125
29.53125
30.015625
34.46875
34.3125
34.09375
30.46875
31.796875
30.6875
33.46875
32.125
31.734375
33.15625
32.09375
30.640625
31.625
28.90625
30.15625
28.75
28.453125
30.96875
30.96875
30.0625
30.53125
29.328125
29.515625
31.015625
30.84375
30.421875
18.8125
19.296875
20.359375
19.375
19.75
30.75
33.59375
19.34375
28.5625
19.75
30.46875
34.84375
34.0625
23.109375
22.296875
19.5625
30.296875
35.53125
34.28125
34.28125
33.34375
19.640625
22.109375
21.484375
19.84375
30.796875
34.8125
33.6875
33.875
23.078125
22.59375
35.21875
34.40625
35.0625
34.1875
34.03125
33.28125
21.265625
22.828125
34.53125
33.75
34.46875
33.71875
33.75
33.0625
34.71875
33.96875
34.1875
33.5
33.5
31.28125
34.375
33.71875
34.0
33.34375
33.28125
33.0625
27.765625
29.046875
30.765625
34.5625
33.9375
33.90625
31.4375
34.84375
34.125
34.4375
33.71875
35.3125
34.53125
34.6875
33.9375
34.875
34.15625
34.28125
15.8828125
32.34375
35.4375
34.8125
35.25
34.65625
34.4375
34.90625
34.21875
35.0625
34.15625
34.46875
33.8125
33.71875
17.421875
33.84375
35.5625
34.71875
35.4375
34.3125
34.34375
33.65625
32.625
33.59375
34.90625
34.15625
34.875
33.875
33.96875
34.4375
35.5625
34.6875
35.03125
34.15625
33.53125
24.046875
33.65625
34.5
33.5625
33.96875
33.28125
32.90625
20.5
17.953125
23.984375
35.5625
34.5625
35.09375
34.1875
34.15625
33.71875
32.9375
20.8125
20.34375
22.234375
34.46875
33.375
34.0
33.28125
33.46875
33.15625
18.1875
18.359375
18.421875
34.15625
33.71875
34.84375
33.71875
33.90625
33.375
33.28125
32.96875
17.546875
32.9375
33.9375
32.90625
33.21875
32.8125
32.75
32.40625
16.25
20.15625
31.65625
33.59375
32.8125
33.71875
32.71875
32.75
32.4375
32.25
31.84375
19.3125
32.53125
31.609375
32.40625
31.453125
31.5
31.1875
31.109375
32.28125
31.40625
31.4375
30.734375
30.34375
30.078125
29.78125
29.421875
18.984375
29.0
29.34375
20.09375
21.34375
24.609375
28.734375
28.4375
23.578125
17.84375
19.0
23.875
30.625
30.515625
29.90625
32.28125
32.28125
31.734375
31.859375
33.3125
33.125
22.78125
