Name
Gayuga Lake
Keuka Lake
Mille Lacs Lake
Lake Winnebago
Upper Red Lake
Lake Winnipesaukee
Great Salt Lake
Lake Powell
Salton Sea
Lake Okeechobee
Lake Mead
Clarks Hill Lake
Fort Peck Lake
Lake Erie
Lake of the Woods
Kentucky Lake
Lake Texoma
Lake Champlain
Lake Oahe
Yellowstone Lake
Lake Michigan
Lake Superior
Seneca Lake
Lake St. Clair
Lake Tahoe
Lake Huron
Lake Barkley
Lake Sakakawea
Lake Ontario
