State Office,District,Field Office,Sub Office,DO Code,FO Code,State,Acres
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,1117.42002390122
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,2.70185270151
New Mexico,Las Cruces,N/A,N/A,NM030,N/A,New Mexico,11075.91732370854
New Mexico,Las Cruces,N/A,N/A,NM030,N/A,New Mexico,19830.71484459224
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,296.73079621711
New Mexico,Las Cruces,N/A,N/A,NM030,N/A,New Mexico,13151.35663409453
Colorado,N/A,Royal Gorge,N/A,CO200,N/A,Colorado,14111.05402578907
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,189.12035320323
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,3.30018480173
Colorado,N/A,Royal Gorge,N/A,CO200,N/A,Colorado,9307.54026664612
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,140.45305415754
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,3.46542499047
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,2.49763123964
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,5.23889565867
Idaho,Idaho Falls,Challis,N/A,ID300,ID3300,Idaho,3945.73218977014
Idaho,Idaho Falls,Challis,N/A,ID300,ID3300,Idaho,20835.50015644343
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,6.06405623356
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,1.60644266200
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,3.37810445236
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,1.63502020233
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,1.73271091385
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,7.22751185366
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,6.48556732891
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,3.66419900112
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,8.04898898262
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,18.93223751861
Idaho,Idaho Falls,Challis,N/A,ID300,ID3300,Idaho,3937.73664274354
Idaho,Idaho Falls,Challis,N/A,ID300,ID3300,Idaho,1.11470618974
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,40.99352235161
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,4.98392852396
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,15.51125798579
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,6.61074601434
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,2.42151036071
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,47.07724125233
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,10043.57036420537
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,2.19411234978
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,3.37013536979
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,4.83720474729
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,1.43034833279
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,636.43859914468
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,879.29001484992
Idaho,Idaho Falls,Salmon,N/A,ID300,ID3400,Idaho,24887.64748665170
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,6.19716357647
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,3389.50625293140
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,5971.98795392191
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,15442.92717190645
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,15896.14392573920
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,24726.12320134988
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,792.47465611466
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,1.29722629300
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,6.20230574276
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,5.20321766183
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,2.23256153595
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,653.83932368932
Idaho,Idaho Falls,Challis,N/A,ID300,ID3300,Idaho,1793.96523114172
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,10.74186369827
Idaho,Idaho Falls,Challis,N/A,ID300,ID3300,Idaho,13724.16579698691
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,6.20722456447
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,3.46087657460
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,6.18088094555
Idaho,Idaho Falls,Challis,N/A,ID300,ID3300,Idaho,45791.29452340958
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,1905.36715304322
Wyoming,N/A,Worland,N/A,WY010,N/A,Wyoming,20201.39420732075
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,9420.13149076942
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,3.80670443266
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,4.02370603052
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,337.21779148059
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,5.25079870834
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,4.78251011985
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,7.23561796237
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,2.01194323499
Montana,N/A,Missoula,N/A,MT100,N/A,Montana,2051.50258393416
Montana,N/A,Butte,N/A,MT070,N/A,Montana,3517.68721046146
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,1.14026878772
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,9474.75997172417
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,37.85473661393
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,32.06526173382
Idaho,Twin Falls,Burley,N/A,ID200,ID2200,Idaho,366.16329079840
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,17263.49199042819
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,20.73627043717
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,623.22724829028
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,6912.89095079845
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,9.12064758690
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,2.85178399555
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,6766.15952897195
Idaho,Twin Falls,Jarbridge,N/A,ID200,ID2100,Idaho,1407.57069522341
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,21082.87347618528
Idaho,Idaho Falls,Upper Snake,N/A,ID300,ID3100,Idaho,47510.71148563037
Wyoming,N/A,Worland,N/A,WY010,N/A,Wyoming,20368.33052855467
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,238.25362525393
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,320.12225906599
Montana,N/A,Butte,N/A,MT070,N/A,Montana,11200.81954264687
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,26166.99586899879
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,616.96843690561
Montana,N/A,Lewistown,Great Falls Field Station,MT060,N/A,Montana,13.83092965366
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,24.28452287977
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,7667.27820295214
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,9325.68478280441
Montana,N/A,Dillon,N/A,MT050,N/A,Montana,19515.57988842250
Idaho,Twin Falls,Burley,N/A,ID200,ID2200,Idaho,396.28036151869
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,14322.34501299662
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,6656.57976222483
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,32.87486294938
Idaho,Twin Falls,Jarbridge,N/A,ID200,ID2100,Idaho,257.01462218792
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,650.94328844971
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,320.53419840370
Idaho,Twin Falls,Burley,N/A,ID200,ID2200,Idaho,783.95632203162
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,647.34395146575
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,827.24486389737
Idaho,Twin Falls,Shoshone,N/A,ID200,ID2300,Idaho,23275.86028344079
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,1294.99980919212
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,644.98753223045
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,219.76490724777
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,333.56657152484
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,37.73716416889
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,17883.85395842139
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,8427.37807753269
Montana,N/A,Lewistown,Great Falls Field Station,MT060,N/A,Montana,31.06147573785
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,5996.34116635817
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,8471.48017035634
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,316.48703524748
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,42.11189172700
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,1249.33324659318
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,619.99683135808
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,297.64261749361
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,304.98586710047
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,627.36508945124
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,629.29970843351
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,635.93978868329
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,156.61076656812
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,129.07813765171
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,784.87002703129
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,619.75875650036
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,653.99368651069
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,308.04899301040
Montana,N/A,Lewistown,Great Falls Field Station,MT060,N/A,Montana,4.82370672928
Montana,N/A,Lewistown,Great Falls Field Station,MT060,N/A,Montana,28.36730809719
Montana,N/A,Lewistown,Great Falls Field Station,MT060,N/A,Montana,6.70241331771
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,595.12620805075
Montana,N/A,Miles City,N/A,MT020,N/A,Montana,5675.72013588227
Wyoming,N/A,Lander,N/A,WY050,N/A,Wyoming,4539.93458116526
Wyoming,N/A,Lander,N/A,WY050,N/A,Wyoming,506.12908551636
Wyoming,N/A,Lander,N/A,WY050,N/A,Wyoming,233.62818270805
Wyoming,N/A,Lander,N/A,WY050,N/A,Wyoming,42.12197105600
Wyoming,N/A,Worland,N/A,WY010,N/A,Wyoming,23258.05502914335
Wyoming,N/A,Worland,N/A,WY010,N/A,Wyoming,10840.50057858591
Montana,N/A,Butte,N/A,MT070,N/A,Montana,56.15544868440
Wyoming,N/A,Buffalo,N/A,WY070,N/A,Wyoming,12298.30150352286
Wyoming,N/A,Cody,N/A,WY020,N/A,Wyoming,24058.98894108308
Wyoming,N/A,Worland,N/A,WY010,N/A,Wyoming,17094.89547508272
Idaho,Idaho Falls,Challis,N/A,ID300,ID3300,Idaho,49609.65157067035
