Latitude,Longitude,State,Region,Area with GCF > 30%,Area with GCF > 35%,Area with GCF > 40%,Area (km^2)
37.470800,-93.174000,Missouri,Plains,354.48,354.48,354.48,355.207250336
37.499400,-93.384500,Missouri,Plains,305.24,305.24,305.24,355.275839918
37.527400,-93.595200,Missouri,Plains,293.35,293.35,293.35,355.545556469
37.912800,-92.638700,Missouri,Plains,299.16,299.16,299.16,357.935858822
37.745500,-92.677400,Missouri,Plains,251.31,251.31,251.31,356.966362077
37.805200,-93.100600,Missouri,Plains,356.69,356.69,356.69,357.269207934
37.578500,-92.715700,Missouri,Plains,285.95,285.95,285.95,355.744009326
37.608500,-92.926400,Missouri,Plains,317.31,317.31,317.31,356.083110886
37.637900,-93.137400,Missouri,Plains,283.58,283.58,283.58,356.294384161
37.818200,-92.003800,Missouri,Plains,195.2,195.2,189.96,357.380262615
37.850300,-92.215100,Missouri,Plains,186.39,186.39,181.46,357.572429530
37.881900,-92.426800,Missouri,Plains,299.76,299.76,299.76,357.756891506
37.651500,-92.044700,Missouri,Plains,261.53,261.53,261.53,356.276739861
37.714800,-92.466200,Missouri,Plains,355.08,355.08,355.08,356.744789596
37.452600,-91.875700,Missouri,Plains,328.95,328.95,328.95,355.061934678
37.485000,-92.085300,Missouri,Plains,226.55,226.55,226.55,355.252168920
37.516800,-92.295100,Missouri,Plains,353.49,353.49,353.49,355.447991625
37.548000,-92.505300,Missouri,Plains,353.83,353.83,353.83,355.723393837
38.319700,-91.879300,Missouri,Plains,359.3,359.3,359.3,360.456237941
38.352300,-92.092900,Missouri,Plains,359.9,359.9,359.9,360.601593970
38.384300,-92.306800,Missouri,Plains,320.67,320.67,320.67,360.855210035
38.152300,-91.921100,Missouri,Plains,346.13,346.13,345.41,359.377403232
38.216600,-92.347100,Missouri,Plains,356.28,356.28,356.09,359.881825463
37.985200,-91.962600,Missouri,Plains,272.28,272.28,256.57,358.372965230
38.017400,-92.174700,Missouri,Plains,305.85,305.85,305.85,358.643402136
38.049100,-92.387100,Missouri,Plains,358.09,358.09,358.09,358.741573983
38.415700,-92.521100,Missouri,Plains,295.45,295.45,295.45,361.123404859
38.247800,-92.560600,Missouri,Plains,292.9,292.9,291.8,359.975700867
38.278400,-92.774300,Missouri,Plains,323.79,323.79,323.79,360.176425934
38.308400,-92.988400,Missouri,Plains,318.67,318.67,318.64,360.479489626
38.080200,-92.599800,Missouri,Plains,196.95,196.95,196.95,358.900094439
38.140400,-93.026000,Missouri,Plains,338.58,338.58,338.58,359.325671810
37.943000,-92.850900,Missouri,Plains,273.22,273.22,273.22,358.109283800
37.972700,-93.063500,Missouri,Plains,357.37,357.37,357.37,358.282042375
38.337800,-93.202700,Missouri,Plains,328.93,328.93,328.93,360.605795224
38.366500,-93.417300,Missouri,Plains,294.64,294.64,294.64,360.709341830
38.394600,-93.632200,Missouri,Plains,281.75,281.75,281.75,360.866204491
38.169600,-93.239600,Missouri,Plains,354.96,354.96,354.96,359.560111981
38.226200,-93.667500,Missouri,Plains,277.92,277.92,277.92,359.926739010
38.001800,-93.276200,Missouri,Plains,356.02,356.02,356.02,358.402502407
38.030200,-93.489300,Missouri,Plains,354.43,354.43,354.43,358.733203932
38.058000,-93.702600,Missouri,Plains,257.8,257.8,257.8,358.794749013
38.422100,-93.847300,Missouri,Plains,275.1,275.1,275.1,361.048159061
38.449000,-94.062700,Missouri,Plains,360.51,360.51,360.51,361.295492923
38.253600,-93.881900,Missouri,Plains,328.4,328.4,328.4,360.112817187
38.306400,-94.311400,Missouri,Plains,276.17,276.17,276.17,360.360665434
38.085200,-93.916200,Missouri,Plains,261.29,261.29,261.29,359.074691825
38.111800,-94.130000,Missouri,Plains,325.8,325.8,325.8,359.172837134
38.137800,-94.344100,Missouri,Plains,252.82,252.82,252.82,359.358692381
37.969400,-94.376600,Missouri,Plains,254.86,254.86,254.86,358.321048720
38.331800,-94.526500,Missouri,Plains,335.78,335.78,335.78,360.571800576
38.356700,-94.741900,Kansas,Plains,225.74,225.74,225.74,360.715213418
38.380900,-94.957400,Kansas,Plains,334.07,334.07,334.07,360.832276279
38.163100,-94.558400,Missouri,Plains,281.17,281.17,281.17,359.464760569
38.211900,-94.987800,Kansas,Plains,359.18,359.18,359.18,359.746986299
37.994600,-94.590200,Missouri,Plains,357.8,357.8,357.8,358.457177555
38.019200,-94.803900,Kansas,Plains,350.43,350.43,350.43,358.502577104
38.043200,-95.017900,Kansas,Plains,342.03,342.03,342.03,358.823466336
38.839400,-94.429200,Missouri,Plains,25.46,25.46,25.46,498.355735388
38.864600,-94.647000,Kansas,Plains,34.58,34.58,34.58,500.129891168
38.889200,-94.865000,Kansas,Plains,46.53,46.53,46.53,363.989031114
38.670000,-94.461900,Missouri,Plains,237.01,237.01,237.01,362.598446233
38.719500,-94.896000,Kansas,Plains,206.27,206.27,206.27,362.977138494
38.500800,-94.494300,Missouri,Plains,360.89,360.89,360.89,361.681967617
38.525800,-94.710500,Kansas,Plains,326.41,326.41,326.41,361.794992697
38.550100,-94.926900,Kansas,Plains,165.67,165.67,165.67,361.816627105
38.929100,-93.742100,Missouri,Plains,363.51,363.51,363.51,364.132900512
38.759900,-93.777400,Missouri,Plains,186.45,186.45,186.45,363.142901642
38.787000,-93.994400,Missouri,Plains,332.66,332.66,332.66,363.382788691
38.813500,-94.211700,Missouri,Plains,222.37,222.37,222.37,363.571112369
38.590900,-93.812500,Missouri,Plains,361.5,361.5,361.5,362.160907470
38.644200,-94.245200,Missouri,Plains,300.67,300.67,300.67,362.474541810
38.475200,-94.278400,Missouri,Plains,360.93,360.93,360.93,361.370012621
38.843400,-93.090400,Missouri,Plains,362.9,362.9,362.9,363.687868002
38.872600,-93.307300,Missouri,Plains,349.89,349.89,349.89,363.901095114
38.901200,-93.524600,Missouri,Plains,301.42,301.42,301.42,364.096341841
38.674600,-93.128100,Missouri,Plains,244.55,244.55,244.55,362.634966477
38.732100,-93.560700,Missouri,Plains,228.12,228.12,228.12,363.020724214
38.506100,-93.165500,Missouri,Plains,308.88,308.88,308.88,361.521230732
38.535000,-93.380900,Missouri,Plains,324.49,324.49,324.49,361.828526003
38.563200,-93.596600,Missouri,Plains,296.8,296.8,296.8,361.994417040
38.783100,-92.657300,Missouri,Plains,362.49,362.49,362.49,363.295400132
38.813600,-92.873700,Missouri,Plains,362.87,362.87,362.87,363.484006555
38.583800,-92.481300,Missouri,Plains,295.13,295.13,295.13,362.099266776
38.645000,-92.912200,Missouri,Plains,337.24,337.24,337.24,362.430415854
38.446400,-92.735600,Missouri,Plains,319.27,319.27,319.27,361.225554322
38.476600,-92.950400,Missouri,Plains,345.38,345.38,345.38,361.435442120
38.856200,-91.967900,Missouri,Plains,219.07,219.07,219.07,363.782778039
38.888700,-92.184200,Missouri,Plains,222.36,222.36,222.36,364.008052295
38.688000,-92.009900,Missouri,Plains,292.98,292.98,292.98,362.732748734
38.752100,-92.441200,Missouri,Plains,357.84,357.84,357.84,363.106656532
38.520100,-92.051600,Missouri,Plains,266.96,266.96,266.96,361.661529495
38.552200,-92.266300,Missouri,Plains,93.63,93.63,93.63,361.917644607
38.920600,-92.400800,Missouri,Plains,103.98,103.98,103.98,364.065128628
38.951800,-92.617600,Missouri,Plains,230.34,230.34,230.34,364.333494412
38.982400,-92.834800,Missouri,Plains,235.47,235.47,235.47,364.598199866
38.956400,-93.959900,Missouri,Plains,247.29,247.29,247.29,364.473604219
38.983000,-94.178000,Missouri,Plains,100.99,100.99,100.99,458.385790141
38.147400,-90.816000,Missouri,Plains,356.86,356.86,356.86,359.408685354
36.678500,-90.349800,Missouri,Plains,262.13,262.13,262.13,350.279387893
36.724100,-91.625600,Missouri,Plains,324.35,324.35,319.38,350.620243996
36.621900,-91.009200,Missouri,Plains,289.5,289.5,186.57,349.953689163
37.007400,-90.257200,Missouri,Plains,145.71,145.71,117.75,352.404635354
37.116400,-90.877100,Missouri,Plains,343.72,343.69,256.99,352.914686843
37.220200,-91.499900,Missouri,Plains,202.15,202.15,181.95,353.695187715
37.585800,-91.624400,Missouri,Plains,301.91,301.91,301.91,355.943719835
37.648600,-90.951700,Missouri,Plains,229.93,229.93,228.28,356.378793761
37.539600,-90.324300,Missouri,Plains,229.85,229.63,213.45,355.730453535
38.036800,-90.182000,Missouri,Plains,336.74,336.74,336.74,358.721264089
38.085600,-91.496300,Missouri,Plains,282.65,282.65,282.65,358.923650383
38.621500,-91.579900,Missouri,Plains,348.08,348.08,348.08,362.215849942
38.684400,-90.891500,Missouri,Plains,320.05,320.05,320.05,362.697294799
38.535800,-90.036500,Illinois,Great Lakes,22.06,22.06,22.06,454.813746254
36.855600,-91.377500,Missouri,Plains,154.27,154.27,114.15,351.369359941
36.889300,-91.584000,Missouri,Plains,327.93,327.83,269.45,351.590672721
36.690600,-91.419800,Missouri,Plains,229.59,229.59,215.7,350.454170699
36.757000,-91.831700,Missouri,Plains,175.3,175.3,175.3,350.700220358
36.751100,-90.759900,Missouri,Plains,325.78,325.78,264.64,350.807135054
36.786500,-90.965500,Missouri,Plains,125.39,125.39,71.75,351.016164042
36.821300,-91.171400,Missouri,Plains,148.65,148.65,147.95,351.197074495
36.586600,-90.804300,Missouri,Plains,254.51,254.51,192.49,349.720743686
36.656500,-91.214300,Missouri,Plains,105.04,105.04,63.24,350.079568126
36.805500,-90.098400,Missouri,Plains,261.48,261.48,261.48,351.113764522
36.842800,-90.303700,Missouri,Plains,179.27,179.27,177.41,351.408233235
36.641400,-90.145200,Missouri,Plains,338.61,338.61,338.61,349.980368208
36.715100,-90.554700,Missouri,Plains,289.78,289.78,237.08,350.508447634
37.299100,-89.955900,Missouri,Plains,353.4,353.4,335.13,354.146943761
37.337000,-90.163300,Missouri,Plains,353.12,353.12,290.85,354.303999935
37.134400,-90.003700,Missouri,Plains,306.99,306.99,292.35,353.034826554
37.172100,-90.210400,Missouri,Plains,306.57,306.57,224.44,353.378205578
37.209200,-90.417500,Missouri,Plains,326.98,326.44,197.91,353.594573159
36.969900,-90.051200,Missouri,Plains,262.29,262.29,262.29,352.137815137
37.044300,-90.463500,Missouri,Plains,349.46,349.46,221.54,352.586628205
36.879600,-90.509300,Missouri,Plains,310.7,310.7,226.17,351.531603456
37.245800,-90.624800,Missouri,Plains,286.05,285.51,131.91,353.799774563
37.281700,-90.832500,Missouri,Plains,322.85,322.69,150.12,354.079190100
37.317100,-91.040500,Missouri,Plains,321.05,321.05,258.99,354.205755537
37.080700,-90.670200,Missouri,Plains,310.08,310.08,180.75,352.795924135
37.151600,-91.084400,Missouri,Plains,112.23,112.23,91.57,353.233323392
36.915800,-90.715200,Missouri,Plains,349.97,349.97,319.26,351.808379254
36.951400,-90.921500,Missouri,Plains,148.06,148.06,144.64,351.948577976
36.986400,-91.128000,Missouri,Plains,191.23,190.88,114.39,352.183956499
37.351800,-91.248800,Missouri,Plains,305.8,305.58,255.74,354.509203945
37.386000,-91.457500,Missouri,Plains,167.75,167.37,124.96,354.664647963
37.186200,-91.292000,Missouri,Plains,50.04,44.85,30.38,353.375466957
37.253600,-91.708200,Missouri,Plains,318.58,318.58,318.58,353.880888694
37.020800,-91.334900,Missouri,Plains,252.68,252.68,242.94,352.394655397
37.054600,-91.542100,Missouri,Plains,160.38,160.38,160.28,352.573683955
37.087900,-91.749600,Missouri,Plains,228.11,228.11,228.11,352.829079927
36.922300,-91.790800,Missouri,Plains,286.32,286.32,286.13,351.864613210
37.884700,-91.328100,Missouri,Plains,333.16,333.16,333.16,357.777124705
37.718200,-91.371600,Missouri,Plains,350.78,350.78,350.78,356.772803173
37.752200,-91.582000,Missouri,Plains,306.48,306.48,306.48,356.909707470
37.785500,-91.792700,Missouri,Plains,335.47,335.47,335.47,357.219490939
37.552000,-91.414700,Missouri,Plains,340.87,340.87,340.87,355.699970067
37.618900,-91.834400,Missouri,Plains,329.04,329.04,329.04,356.111982827
37.419600,-91.666400,Missouri,Plains,184.56,184.56,183.92,354.926451902
37.778800,-90.696600,Missouri,Plains,271.78,271.78,271.78,357.152398409
37.814700,-90.906800,Missouri,Plains,354.68,354.68,354.68,357.367540757
37.850000,-91.117300,Missouri,Plains,355.15,355.15,355.15,357.475378830
37.612900,-90.742200,Missouri,Plains,151.1,151.1,150.34,356.118794838
37.683700,-91.161500,Missouri,Plains,351.46,351.46,351.46,356.508525611
37.447200,-90.787500,Missouri,Plains,298.47,297.39,164.82,355.047417386
37.482700,-90.996200,Missouri,Plains,288.01,287.98,191.67,355.256138685
37.517700,-91.205300,Missouri,Plains,337.75,337.75,337.75,355.556168268
37.667500,-90.068000,Missouri,Plains,352.45,352.45,352.45,356.455914126
37.705200,-90.277200,Missouri,Plains,261.62,261.62,261.62,356.733568773
37.742300,-90.486700,Missouri,Plains,178.58,178.58,178.58,356.987858863
37.502100,-90.115800,Missouri,Plains,302.25,302.25,302.25,355.459068870
37.576500,-90.533100,Missouri,Plains,175.21,175.21,170.42,355.847443199
37.374300,-90.371000,Missouri,Plains,262.7,262.13,184.25,354.595134524
37.411100,-90.579100,Missouri,Plains,317.54,317.06,173.91,354.757033200
38.203000,-90.133800,Illinois,Great Lakes,205.49,205.49,205.49,359.781703028
38.240600,-90.345500,Illinois,Great Lakes,157.59,157.59,154.7,360.004438233
37.998800,-89.971300,Illinois,Great Lakes,267.62,267.62,267.4,358.505791198
38.074300,-90.392900,Missouri,Plains,345.19,345.19,345.19,358.905480734
37.833000,-90.019900,Missouri,Plains,345.88,345.88,345.88,357.456744259
37.870900,-90.229700,Missouri,Plains,198.65,198.65,198.65,357.592457592
37.908200,-90.440000,Missouri,Plains,186.75,186.75,186.75,357.939163906
38.277700,-90.557600,Missouri,Plains,163.05,163.05,163.05,448.065123119
38.314200,-90.770000,Missouri,Plains,296.57,296.57,296.57,360.547965342
38.350000,-90.982800,Missouri,Plains,165.05,165.05,165.05,360.691140441
38.111200,-90.604300,Missouri,Plains,173.58,173.58,173.58,359.219338121
38.183100,-91.028000,Missouri,Plains,280.35,280.35,278.43,359.632866980
37.944900,-90.650600,Missouri,Plains,207.16,207.16,207.16,358.120956109
37.981000,-90.861500,Missouri,Plains,290.39,290.39,290.39,358.269692784
38.016400,-91.072800,Missouri,Plains,326.49,326.49,317.25,358.555051029
38.218200,-91.240300,Missouri,Plains,232.78,232.78,232.53,359.801348654
38.252600,-91.453000,Missouri,Plains,284.32,284.32,284.32,360.106630691
38.286500,-91.666000,Missouri,Plains,295.49,295.49,295.49,360.227788735
38.051300,-91.284400,Missouri,Plains,296.46,296.46,272.54,358.795985631
38.119300,-91.708500,Missouri,Plains,283.39,283.39,283.39,359.225340823
37.918800,-91.539300,Missouri,Plains,277.7,277.7,277.7,357.989751610
37.952300,-91.750800,Missouri,Plains,168.09,168.09,168.09,358.237088642
38.487300,-91.837200,Missouri,Plains,360.8,360.8,360.8,361.541386305
38.755000,-91.321000,Missouri,Plains,331.52,331.52,329.55,363.168153412
38.789300,-91.536300,Missouri,Plains,326.22,326.22,326.22,363.434422785
38.823100,-91.752000,Missouri,Plains,362.85,362.85,362.85,363.553805406
38.587300,-91.365400,Missouri,Plains,347.36,347.36,347.36,362.089328438
38.655100,-91.794700,Missouri,Plains,251.69,251.69,251.69,362.501363196
38.385200,-91.195900,Missouri,Plains,359.93,359.93,359.93,360.803488121
38.419900,-91.409300,Missouri,Plains,319.37,319.37,319.37,361.105224759
38.453900,-91.623100,Missouri,Plains,358.12,358.12,358.12,361.294796555
38.815500,-90.630200,Missouri,Plains,74.74,74.74,74.74,363.529502834
38.851900,-90.845300,Missouri,Plains,137.77,137.77,137.77,363.792628173
38.648200,-90.677200,Missouri,Plains,61,61,61,515.119136110
38.720000,-91.106100,Missouri,Plains,299.66,299.66,297.29,362.897107698
38.481100,-90.723800,Missouri,Plains,61.71,61.71,61.71,499.330314504
38.517100,-90.937300,Missouri,Plains,107.17,107.17,107.17,361.689991035
38.552500,-91.151200,Missouri,Plains,317.68,317.68,317.68,361.974605930
38.702600,-89.987200,Illinois,Great Lakes,2.96,2.96,2.96,362.870174436
38.740800,-90.201200,Missouri,Plains,0.37,0.37,0.37,498.797388724
38.778500,-90.415500,Missouri,Plains,10.95,10.95,10.95,510.786349430
38.369300,-90.085300,Illinois,Great Lakes,196.27,196.27,196.27,360.720763360
36.445100,-82.123300,Tennessee,Southeast US,6.51,1.23,1.13,348.937278819
36.976900,-82.094900,Virginia,Southeast US,24.67,11.02,0.98,352.153161143
38.407200,-90.297800,Illinois,Great Lakes,94.76,94.76,94.76,691.935562325
38.497200,-89.823600,Illinois,Great Lakes,28.84,28.84,28.84,361.625643165
38.330800,-89.873200,Illinois,Great Lakes,300.25,300.25,300.25,360.495340084
38.869500,-89.937700,Illinois,Great Lakes,182.86,182.86,182.86,363.872391196
38.908000,-90.152400,Illinois,Great Lakes,32.47,32.47,32.47,364.093165936
38.945800,-90.367500,Missouri,Plains,186.54,186.54,186.54,364.181385424
38.983000,-90.582900,Illinois,Great Lakes,140.76,140.76,140.76,364.427255833
39.019600,-90.798700,Missouri,Plains,275.33,275.33,275.33,364.765593464
38.887700,-91.060700,Missouri,Plains,249.7,249.7,249.7,363.970842533
38.922900,-91.276400,Missouri,Plains,361.64,361.64,361.64,364.117767105
38.957400,-91.492500,Missouri,Plains,249.18,249.18,249.18,364.484504312
38.991300,-91.708900,Missouri,Plains,292.54,292.54,292.54,364.614787525
37.327200,-81.469400,West Virginia,Southeast US,91.01,58.81,13.65,354.183065915
36.419400,-81.464100,North Carolina,Southeast US,161.2,54.29,21.19,348.724268288
36.794000,-81.505300,Virginia,Southeast US,9.99,6.34,4.71,351.092880291
37.450400,-81.866400,West Virginia,Southeast US,40.58,3.53,0,355.066013881
37.472500,-82.540900,Kentucky,Southeast US,12.04,2.83,0.77,355.212316668
38.009300,-82.516800,West Virginia,Southeast US,74.66,0.03,0,358.514294075
37.828200,-81.912000,West Virginia,Southeast US,25.09,2.3,0,357.364834132
37.800100,-81.232600,West Virginia,Southeast US,10.1,4.91,0.76,357.195609281
36.450800,-80.999000,North Carolina,Southeast US,166.86,108.86,12.33,348.799075574
36.513500,-81.192800,North Carolina,Southeast US,190.69,108.68,25.67,349.281263407
36.295200,-81.076900,North Carolina,Southeast US,0,0,0,347.894126199
36.575700,-81.387200,Virginia,Southeast US,40.35,9.02,0.35,349.703641665
36.357500,-81.270200,North Carolina,Southeast US,106.89,60.87,10.15,348.322438423
36.480800,-81.658400,North Carolina,Southeast US,145.91,107.69,72.01,348.998925876
36.263300,-81.540400,North Carolina,Southeast US,173.06,132.15,37.16,347.701029296
36.324400,-81.734200,North Carolina,Southeast US,144.77,112.3,58.81,348.106945711
36.541700,-81.853300,Tennessee,Southeast US,40.19,21.99,12.44,349.425854105
36.602100,-82.048700,Virginia,Southeast US,9.77,1.03,0.03,349.815403387
36.662000,-82.244600,Virginia,Southeast US,1.48,1.35,0.42,350.176968882
36.385000,-81.928500,Tennessee,Southeast US,20.05,12.51,5.16,348.465649660
36.504700,-82.318700,Tennessee,Southeast US,0,0,0,349.217775187
36.228400,-82.003200,Tennessee,Southeast US,69.27,49.22,25.94,347.479362279
36.288200,-82.197500,Tennessee,Southeast US,14.44,7.15,4.99,347.918582434
36.347600,-82.392200,Tennessee,Southeast US,0.71,0,0,348.205826992
36.563800,-82.514500,Tennessee,Southeast US,0,0,0,349.457710895
36.406400,-82.587500,Tennessee,Southeast US,63.28,0,0,348.588744975
37.096300,-82.490500,Virginia,Southeast US,122.94,44.71,5.04,352.846291071
36.938200,-82.564500,Virginia,Southeast US,35.73,31.03,12.61,351.902124525
37.073900,-81.821600,Virginia,Southeast US,46.51,21.77,3.79,352.754934181
37.134600,-82.019300,Virginia,Southeast US,93.25,58.25,0.77,353.229404196
37.194900,-82.217400,Virginia,Southeast US,53.81,4.31,0,353.492025292
36.916500,-81.897800,Virginia,Southeast US,64.43,22.52,15.07,351.816331716
37.036900,-82.292500,Virginia,Southeast US,93.89,71.27,12.4,352.567187971
36.759200,-81.973500,Virginia,Southeast US,7.05,5.03,3.01,350.813628440
36.819400,-82.170000,Virginia,Southeast US,44.21,12.37,8.56,351.120093166
36.879000,-82.367000,Virginia,Southeast US,12.39,7.52,0.06,351.588258390
36.721300,-82.441000,Virginia,Southeast US,3.05,1.67,0,350.458743272
37.045200,-81.153500,Virginia,Southeast US,22.29,9.45,1.47,352.591484599
36.888600,-81.231900,Virginia,Southeast US,145.68,82.89,3.23,351.588715693
36.950900,-81.428000,Virginia,Southeast US,17.65,9.82,4.83,351.996482358
37.012600,-81.624500,Virginia,Southeast US,58.58,17.04,10.81,352.356030518
36.732100,-81.309800,Virginia,Southeast US,42.87,26.55,16.9,350.591580334
36.855500,-81.701300,Virginia,Southeast US,7.97,3.71,2.91,351.430310245
36.637300,-81.582100,Virginia,Southeast US,27.39,20.04,8.29,350.019537449
36.698500,-81.777600,Virginia,Southeast US,0,0,0,350.431054557
36.982100,-80.957400,Virginia,Southeast US,45.19,10,2.75,352.140344398
36.825800,-81.036400,Virginia,Southeast US,17.91,9.1,5.93,351.200580478
36.606600,-80.920500,Virginia,Southeast US,92.13,62.35,9.54,349.896572557
36.669600,-81.114900,Virginia,Southeast US,87.2,31.48,6.22,350.205682015
37.515900,-80.914900,West Virginia,Southeast US,4.08,1.54,0.71,355.452071856
37.358900,-80.995000,West Virginia,Southeast US,41.29,25.01,5.64,354.485729888
37.138600,-80.877900,Virginia,Southeast US,51.77,27.49,17.47,353.186521284
37.202000,-81.074500,Virginia,Southeast US,20.82,13.52,11.96,353.589223669
37.422100,-81.192700,West Virginia,Southeast US,61.36,24.4,8.26,354.851870525
37.484700,-81.391000,West Virginia,Southeast US,100.66,51.35,8.58,355.333211698
37.546900,-81.589800,West Virginia,Southeast US,16.27,0.06,0,355.632632891
37.264900,-81.271700,Virginia,Southeast US,98.9,38.52,20.37,353.962398815
37.389100,-81.667600,West Virginia,Southeast US,5.41,0,0,354.711379454
37.107800,-81.350100,Virginia,Southeast US,69.32,45.29,29.84,352.935027463
37.169900,-81.547200,Virginia,Southeast US,72.79,50.66,17.18,353.295869766
37.608500,-81.789200,West Virginia,Southeast US,2.56,0.63,0,356.097040839
37.669600,-81.989100,West Virginia,Southeast US,21.93,4.95,0.1,356.540306233
37.511200,-82.065800,Kentucky,Southeast US,23.55,9.93,0.95,355.477125496
37.571600,-82.265600,Kentucky,Southeast US,35.9,15.82,2.57,355.766833970
37.231400,-81.744900,Virginia,Southeast US,127.66,75.12,28.45,353.735284725
37.292500,-81.943100,Virginia,Southeast US,109.86,67.43,0.83,354.184061304
37.353000,-82.141900,Virginia,Southeast US,56.37,31.33,3.82,354.372498259
37.631300,-82.466000,Kentucky,Southeast US,36.85,5.64,0,356.169745311
37.413000,-82.341100,Kentucky,Southeast US,29.3,13.66,0.38,354.859997814
37.254600,-82.416100,Kentucky,Southeast US,89.34,15.64,7.26,353.898986741
38.108700,-82.238100,West Virginia,Southeast US,97.42,0.19,0,359.256523705
38.168800,-82.440900,West Virginia,Southeast US,119.32,0.06,0,359.551179957
37.949400,-82.314600,West Virginia,Southeast US,80.37,3.25,0,358.277745613
37.790300,-82.390600,Kentucky,Southeast US,40.44,0.38,0,357.226992949
37.849900,-82.592100,Kentucky,Southeast US,160.49,14.22,0,357.607033879
38.083600,-81.554300,West Virginia,Southeast US,41.23,3.68,0.03,358.939726361
37.925100,-81.633200,West Virginia,Southeast US,59.72,40.47,5.68,357.993205625
37.986800,-81.834300,West Virginia,Southeast US,20.91,2.46,0,358.317244415
38.048000,-82.035900,West Virginia,Southeast US,40.81,0,0,358.699445097
37.766800,-81.711500,West Virginia,Southeast US,32.12,11.71,0.32,357.072251338
37.889100,-82.113000,West Virginia,Southeast US,39.83,4.77,0,357.773522777
37.730200,-82.189600,West Virginia,Southeast US,27.95,4.24,0,356.868679960
37.894400,-80.952500,West Virginia,Southeast US,87.28,34.13,6.31,357.869208578
37.958000,-81.152600,West Virginia,Southeast US,6.43,1.73,0.41,358.307461894
38.021100,-81.353200,West Virginia,Southeast US,34.39,28.72,6.18,358.566495160
37.736800,-81.033200,West Virginia,Southeast US,19.78,13.51,2.15,356.824211276
37.862900,-81.432600,West Virginia,Southeast US,23.87,17.08,6.66,357.709560845
37.579400,-81.113200,West Virginia,Southeast US,154.49,116.94,61.03,355.819611250
37.642400,-81.312100,West Virginia,Southeast US,53.74,26.4,4.44,356.284463781
37.704800,-81.511500,West Virginia,Southeast US,18.89,4.49,2.75,356.673507670
38.052100,-80.871400,West Virginia,Southeast US,171.08,103.77,21.65,358.810974352
38.116000,-81.072000,West Virginia,Southeast US,43.32,5.51,0.25,359.196750192
38.179400,-81.273200,West Virginia,Southeast US,17.02,2.51,0.12,359.522437555
38.145600,-81.756000,West Virginia,Southeast US,15.51,0.44,0,359.408819101
36.422700,-78.285300,North Carolina,Southeast US,68.58,0,0,348.783410918
36.594700,-75.856400,Virginia,Southeast US,21.07,21.07,21.07,119.861956341
36.889600,-77.549700,Virginia,Southeast US,345.54,0,0,351.623070202
35.842800,-77.248200,North Carolina,Southeast US,216.81,0,0,345.030758830
35.907100,-77.895500,North Carolina,Southeast US,11.51,0,0,345.423805116
35.965500,-78.544500,North Carolina,Southeast US,3.27,0,0,430.477918745
36.477800,-78.942000,North Carolina,Southeast US,17.34,0,0,349.070801149
36.361600,-77.630200,North Carolina,Southeast US,0,0,0,348.335221348
36.216900,-77.254800,North Carolina,Southeast US,335.33,0,0,347.307251006
35.836000,-77.708900,North Carolina,Southeast US,0,0,0,345.050321281
35.977800,-78.082600,North Carolina,Southeast US,236.45,0,0,345.890382001
35.826200,-78.169400,North Carolina,Southeast US,299.94,0,0,345.103041877
36.048100,-78.270400,North Carolina,Southeast US,11.68,0,0,346.402885834
36.117800,-78.458700,North Carolina,Southeast US,10.54,0,0,346.782609975
36.187200,-78.647500,North Carolina,Southeast US,0,0,0,347.155101534
36.146500,-76.604200,North Carolina,Southeast US,241.19,1.33,1.33,332.421202849
35.896100,-78.356700,North Carolina,Southeast US,195.14,0,0,345.500400370
35.847400,-76.326500,North Carolina,Southeast US,64.39,59.65,4.6,338.768998755
35.846600,-76.787400,North Carolina,Southeast US,89.03,10.15,0,345.089860128
35.920100,-76.972600,North Carolina,Southeast US,95.14,0,0,345.572440880
35.993300,-77.158400,North Carolina,Southeast US,152.72,0,0,346.012071522
36.070200,-75.955600,North Carolina,Southeast US,9.12,9.12,9.12,7.59243231051
36.597000,-76.324800,Virginia,Southeast US,143.83,143.83,0,349.837432668
36.670200,-76.981400,Virginia,Southeast US,196.68,0,0,350.188117579
36.951700,-78.212300,Virginia,Southeast US,350.1,4.8,0,352.012482441
37.007600,-78.876600,Virginia,Southeast US,3.39,0,0,352.273400527
35.987100,-77.620600,North Carolina,Southeast US,0,0,0,345.918248379
36.058500,-77.807600,North Carolina,Southeast US,0,0,0,346.405113577
35.915100,-77.434100,North Carolina,Southeast US,64.56,0,0,345.593068442
36.034600,-78.732800,North Carolina,Southeast US,0,0,0,346.305319884
35.882100,-78.817600,North Carolina,Southeast US,0,0,0,433.122252571
36.562200,-78.665600,Virginia,Southeast US,18.45,0,0,349.555390862
36.631200,-78.856600,Virginia,Southeast US,9.31,0,0,349.970762711
36.409000,-78.751500,North Carolina,Southeast US,345.85,0.52,0,348.613962223
36.256000,-78.836900,North Carolina,Southeast US,261.72,0.32,0,347.598391718
36.575300,-78.197800,Virginia,Southeast US,26.32,0,0,349.577430262
36.645600,-78.388100,Virginia,Southeast US,27,0,0,350.008440035
36.715400,-78.579000,Virginia,Southeast US,43.79,0,0,350.515954926
36.352300,-78.096000,North Carolina,Southeast US,11.47,0,0,348.268346628
36.492700,-78.475200,North Carolina,Southeast US,41.4,0,0,349.140046309
