Latitude,Longitude,State,Region,Area with GCF > 30%,Area with GCF > 35%,Area with GCF > 40%,Area (km^2)
44.065500,-73.412100,Vermont,Northeast US,265.31,222.78,136.78,395.375322510
44.153400,-73.628800,New York,Northeast US,98.04,52.68,33.79,495.267540244
44.484300,-73.943400,New York,Northeast US,254.86,254.86,237.93,397.807239253
44.571100,-74.163400,New York,Northeast US,339.31,339.31,339,398.292854860
44.414000,-74.284300,New York,Northeast US,312.1,312.1,308.58,397.408153407
44.256900,-74.404300,New York,Northeast US,203.45,203.45,201.5,495.761518118
44.657300,-74.384300,New York,Northeast US,381.11,381.11,381.11,398.769123621
44.499800,-74.504600,New York,Northeast US,381.02,381.02,381.02,397.893920395
44.669600,-74.948100,New York,Northeast US,282.86,282.86,282.86,398.929222908
44.342300,-74.624000,New York,Northeast US,385.41,385.41,385.41,397.011716850
44.427100,-74.844700,New York,Northeast US,387.14,387.14,387.14,397.471318172
44.511300,-75.066300,New York,Northeast US,350.97,350.97,350.71,397.926041225
44.353000,-75.183600,New York,Northeast US,360.02,360.02,359.1,397.014066811
44.753800,-75.171200,New York,Northeast US,390.61,390.61,390.61,399.284432569
44.837300,-75.395300,New York,Northeast US,33.06,33.06,33.06,86.1764469549
44.595000,-75.288800,New York,Northeast US,317.66,317.66,317.66,398.589841680
44.436200,-75.405500,New York,Northeast US,374.56,374.56,374.56,397.487324285
44.518900,-75.628200,New York,Northeast US,271.71,271.71,271.71,345.423956181
44.900800,-74.485500,New York,Northeast US,370.83,370.83,370.83,391.261322291
45.071300,-74.933300,New York,Northeast US,0.34,0.34,0.34,26.6651064379
44.742900,-74.606200,New York,Northeast US,397.85,397.85,397.85,399.289477881
44.828000,-74.829000,New York,Northeast US,337.12,337.12,337.12,399.943666563
44.954200,-73.573200,New York,Northeast US,326.56,326.56,326.56,327.390435702
45.042200,-73.794900,New York,Northeast US,97.96,97.96,97.96,97.9817222849
44.797600,-73.697500,New York,Northeast US,351.02,350.96,340.09,399.716637787
44.972300,-74.140800,New York,Northeast US,253.12,253.12,253.12,253.900896583
44.640900,-73.820900,New York,Northeast US,344.49,340.25,312.23,398.771435693
44.728100,-74.041500,New York,Northeast US,360.79,360.79,354.71,399.336909641
44.814800,-74.263100,New York,Northeast US,245.88,245.88,242.95,399.766846439
44.932100,-73.006100,Vermont,Northeast US,236.83,236.83,215.44,377.757000217
44.865600,-73.352400,Vermont,Northeast US,249.53,249.53,249.53,400.100414128
44.531400,-73.039700,Vermont,Northeast US,76.01,60.01,11.06,398.122895120
44.620700,-73.258000,Vermont,Northeast US,105.82,105.82,94.82,398.666356331
44.709400,-73.477300,New York,Northeast US,104.73,104.73,88.16,399.204161988
44.686700,-72.913600,Vermont,Northeast US,242.51,157.19,99.55,399.077899124
45.058800,-74.363900,New York,Northeast US,48.11,48.11,48.11,48.0826068759
45.021700,-73.226500,Vermont,Northeast US,58.17,58.17,58.17,177.528607489
45.110800,-73.447900,Vermont,Northeast US,6.49,6.49,6.49,6.64081249964
42.010100,-71.966000,Connecticut,Northeast US,97.44,97.44,87.57,382.960328097
41.557900,-72.328200,Connecticut,Northeast US,142.14,140.1,99.05,380.244495227
41.437100,-71.606400,Rhode Island,Northeast US,52.44,52.44,52.44,347.236098561
41.827800,-71.562100,Rhode Island,Northeast US,54.24,54.24,54.24,476.661280158
42.128000,-72.698500,Massachusetts,Northeast US,9.5,0.68,0.03,383.761833833
42.673700,-72.542100,Massachusetts,Northeast US,201.5,77.64,45.98,387.064513757
45.060800,-72.310100,Vermont,Northeast US,9.89,0.79,0.48,65.0050806498
41.647100,-72.530000,Connecticut,Northeast US,10.08,5.15,3.74,380.906021772
41.228300,-72.046900,Connecticut,Northeast US,10.38,10.38,10.38,24.9600683355
42.402700,-71.924300,Massachusetts,Northeast US,102.38,102.38,98.04,582.748306147
42.948000,-71.756900,New Hampshire,Northeast US,285.63,283.73,205.91,388.559237211
43.068700,-72.505300,Vermont,Northeast US,202.24,97.58,58.41,389.317529948
43.526900,-72.131700,New Hampshire,Northeast US,261.99,256.88,180.72,392.147086772
43.495200,-71.585000,New Hampshire,Northeast US,138.38,74.26,43.17,391.961790805
44.077300,-71.962400,New Hampshire,Northeast US,145.7,94.96,54.6,395.461202491
44.196900,-72.732100,Vermont,Northeast US,80.33,43.89,25.13,396.075684230
43.892100,-71.538200,New Hampshire,Northeast US,12.46,7.7,5.34,394.210432882
44.476100,-71.918600,Vermont,Northeast US,141.97,86.95,21.48,397.844868191
44.596500,-72.695700,Vermont,Northeast US,59.57,33.38,19.22,398.375135433
45.029900,-71.742400,Vermont,Northeast US,126.04,126.04,126.04,150.863193847
41.468300,-72.127200,Connecticut,Northeast US,14.7,14.7,7.59,379.720553866
45.337400,-71.476200,New Hampshire,Northeast US,1.43,1.43,1.43,1.45837973954
41.138200,-71.848100,New York,Northeast US,5.66,5.66,5.66,12.1375059846
41.167700,-72.365400,New York,Northeast US,22.04,22.04,22.04,52.5424268127
41.256500,-72.565500,Connecticut,Northeast US,3.87,3.87,3.87,163.132675646
41.735800,-72.732700,Connecticut,Northeast US,0,0,0,475.486816210
41.495900,-72.648600,Connecticut,Northeast US,38.27,35.78,34.79,476.094826052
41.344800,-72.766400,Connecticut,Northeast US,2.43,2.43,0.99,361.476320624
41.618600,-72.006800,Connecticut,Northeast US,80.41,77.9,23.34,380.688433383
41.708700,-72.208300,Connecticut,Northeast US,140.01,137.35,84.27,381.308712218
41.407200,-72.447200,Connecticut,Northeast US,103.81,79.98,50.03,379.232405818
41.586600,-71.484300,Rhode Island,Northeast US,31.58,31.58,31.58,310.092437755
41.345700,-71.407500,Rhode Island,Northeast US,3.33,3.33,3.33,26.0720925408
41.528100,-71.806200,Connecticut,Northeast US,282.05,282.05,188.88,380.130124448
41.196600,-71.529100,Rhode Island,Northeast US,10.12,10.12,10.12,25.4481002145
41.287600,-71.727600,Rhode Island,Northeast US,12,12,12,74.1432607257
41.378200,-71.927000,Connecticut,Northeast US,23.52,23.52,19.77,310.497459549
41.887400,-72.613800,Connecticut,Northeast US,0.18,0,0,382.200345792
41.976000,-72.817800,Connecticut,Northeast US,78.6,75.92,71.43,382.793741851
42.583900,-72.335300,Massachusetts,Northeast US,106.63,103.86,48.03,386.445639847
42.763100,-72.749800,Vermont,Northeast US,313.35,298.34,246.45,387.615640771
42.431900,-72.457200,Massachusetts,Northeast US,142.96,118.5,90.12,385.545309719
42.521300,-72.663600,Massachusetts,Northeast US,178.4,108.67,72.07,386.194153213
42.553800,-71.800600,Massachusetts,Northeast US,23.11,23.11,23.11,771.633659836
42.069400,-71.640700,Massachusetts,Northeast US,10.78,10.78,10.78,883.709593705
41.919200,-71.763600,Rhode Island,Northeast US,143.39,143.39,143.39,382.438296803
41.678000,-71.684600,Rhode Island,Northeast US,221.73,221.73,191.64,380.956169927
42.160800,-71.843500,Massachusetts,Northeast US,0.98,0.98,0.98,578.108558912
42.100500,-72.169200,Massachusetts,Northeast US,82.07,82.01,81.42,383.472995321
41.768900,-71.885600,Connecticut,Northeast US,82.91,82.76,56.05,381.486234457
41.859400,-72.087500,Connecticut,Northeast US,357.19,352.27,200.81,382.069936659
41.949400,-72.290300,Connecticut,Northeast US,98.1,97.98,77.41,382.606877723
41.798300,-72.410600,Connecticut,Northeast US,18.61,18.61,13.36,381.749589196
42.190500,-72.373300,Massachusetts,Northeast US,2.61,2.02,0.06,384.155172562
42.280000,-72.578300,Massachusetts,Northeast US,0.06,0,0,384.572971537
42.368900,-72.784100,Massachusetts,Northeast US,209.28,197.19,178.36,385.031906406
42.038900,-72.494000,Massachusetts,Northeast US,16.07,14.35,4.99,383.233556384
42.735800,-72.212500,New Hampshire,Northeast US,337.33,320.17,292.57,387.297812388
42.645100,-72.006100,Massachusetts,Northeast US,27.47,27.47,27.47,386.929705418
42.493500,-72.129400,Massachusetts,Northeast US,234.1,233.75,160.1,386.036453780
42.251600,-72.047200,Massachusetts,Northeast US,51.07,51.07,48.58,384.468097365
42.342000,-72.251800,Massachusetts,Northeast US,167.04,165.95,65.81,384.922687888
42.887700,-72.088800,New Hampshire,Northeast US,207.08,206.55,203.21,388.389179053
43.130800,-72.172500,New Hampshire,Northeast US,231.97,231.68,228.56,389.678363432
43.006900,-71.424000,New Hampshire,Northeast US,33.68,33.68,32.04,389.095935494
43.099400,-71.630900,New Hampshire,Northeast US,204.71,195.21,67.29,389.571998700
43.191500,-71.838700,New Hampshire,Northeast US,247.36,219.24,91.13,390.118014529
42.855900,-71.550400,New Hampshire,Northeast US,2.46,1.2,0.29,580.056874706
43.039700,-71.964200,New Hampshire,Northeast US,254.3,253.16,231.17,389.222257730
42.704900,-71.675900,Massachusetts,Northeast US,64.26,49.91,25.62,773.548454978
42.796600,-71.881900,New Hampshire,Northeast US,102.26,102.26,102.26,387.656806665
43.221400,-72.381700,New Hampshire,Northeast US,186.66,128.92,98.39,390.323816470
43.311600,-72.591800,Vermont,Northeast US,176.07,95.68,64.44,390.939143639
42.978500,-72.296600,New Hampshire,Northeast US,85.95,74.42,54.69,388.905615294
43.158400,-72.714900,Vermont,Northeast US,225.32,191.96,118.19,389.821559125
42.826100,-72.419800,New Hampshire,Northeast US,239.48,106.3,45.87,388.013999646
42.915900,-72.628000,Vermont,Northeast US,159.54,104.42,83.5,388.496608140
43.005200,-72.837100,Vermont,Northeast US,262.18,255.1,243.25,388.920621488
43.554900,-72.679200,Vermont,Northeast US,227.8,209.85,187.49,392.359978622
43.708500,-72.554800,Vermont,Northeast US,233.72,153.22,111.83,393.192149763
43.798500,-72.767800,Vermont,Northeast US,170.51,145.64,78.95,393.688749890
43.401300,-72.802800,Vermont,Northeast US,141.32,136.84,130.79,391.413676263
43.679600,-72.005300,New Hampshire,Northeast US,304.97,280.92,156.86,393.014424734
43.771100,-72.216900,Vermont,Northeast US,154.49,117.39,46.08,393.629425619
43.618000,-72.342800,Vermont,Northeast US,90.41,42.23,21.11,392.678507073
43.283100,-72.047500,New Hampshire,Northeast US,279.03,261.55,219.66,390.683020058
43.374200,-72.257100,New Hampshire,Northeast US,153.18,144.54,100.15,391.217722073
43.464800,-72.467700,Vermont,Northeast US,178.9,92.5,55.64,391.830515073
43.647000,-71.456700,New Hampshire,Northeast US,43.03,14.34,3.77,392.826609476
43.587700,-71.794700,New Hampshire,Northeast US,209.13,111.94,71.22,392.400252760
43.250900,-71.504000,New Hampshire,Northeast US,130.63,125.59,23.23,390.477293414
43.343400,-71.712300,New Hampshire,Northeast US,226.79,69.03,22.03,390.977133394
43.435400,-71.921500,New Hampshire,Northeast US,207.56,175.34,104.73,391.595766887
44.044200,-71.408500,New Hampshire,Northeast US,1.36,0.84,0.61,395.243614366
44.137500,-71.620600,New Hampshire,Northeast US,5.46,3.05,0.61,395.830492935
43.739900,-71.666900,New Hampshire,Northeast US,117.77,50.18,30.64,393.307013983
44.230400,-71.833700,New Hampshire,Northeast US,77,36.34,7.32,396.437657886
43.984900,-71.749800,New Hampshire,Northeast US,1.73,0.84,0,394.754124440
44.169200,-72.175900,Vermont,Northeast US,289.77,223.98,75.79,396.038059556
43.832300,-71.878000,New Hampshire,Northeast US,147.06,92.16,74.38,393.866521286
44.290100,-71.490400,New Hampshire,Northeast US,17.33,7.96,3.41,396.744406408
43.924200,-72.090100,New Hampshire,Northeast US,228.29,117.27,73.81,394.504648760
44.015600,-72.303200,Vermont,Northeast US,270.85,223.63,122.16,395.125520588
43.862100,-72.429500,Vermont,Northeast US,246.22,207.18,158.02,394.060058537
44.260500,-72.390500,Vermont,Northeast US,145.77,135.68,85.1,396.557695593
44.351300,-72.605900,Vermont,Northeast US,20.81,9.71,4.93,396.998010826
44.106500,-72.517200,Vermont,Northeast US,168.25,158.42,104.54,395.568826333
43.952500,-72.642900,Vermont,Northeast US,224.25,153.58,32.47,394.596881906
44.536400,-71.573400,New Hampshire,Northeast US,91.51,21.85,12.67,398.099325221
44.629600,-71.788500,Vermont,Northeast US,261.55,207.7,151.26,398.714064305
44.722300,-72.004500,Vermont,Northeast US,241.13,215.43,178.47,399.160149921
44.383400,-71.704000,New Hampshire,Northeast US,43.81,20.56,9.89,397.242650375
44.814400,-72.221600,Vermont,Northeast US,271.45,237.1,188.13,399.864558759
44.660100,-72.350700,Vermont,Northeast US,178.83,139.52,48.44,398.851056440
44.751300,-72.568200,Vermont,Northeast US,235.51,167.08,67.31,399.379028357
44.842000,-72.786600,Vermont,Northeast US,210.11,199.78,111.14,399.930967605
44.505700,-72.478800,Vermont,Northeast US,223.88,82.7,34.1,397.926621406
44.441700,-72.822300,Vermont,Northeast US,92.53,69.9,41.59,397.609201205
44.568400,-72.134200,Vermont,Northeast US,250.26,212.86,170.55,398.391547394
44.322700,-72.047800,Vermont,Northeast US,112.62,28.71,14.02,396.795034745
44.414500,-72.262800,Vermont,Northeast US,253.63,239.6,202.84,397.394720281
44.689300,-71.441800,New Hampshire,Northeast US,235.19,173.4,122.36,399.050695455
43.052000,-78.803500,New York,Northeast US,19.51,19.51,19.51,381.250686531
44.936300,-71.525300,Vermont,Northeast US,230.14,196.71,164.47,372.666504220
45.123000,-71.960500,Vermont,Northeast US,0.87,0.87,0.87,1.05509012127
44.783000,-71.657400,Vermont,Northeast US,152.31,104.74,61.51,399.564076147
44.876100,-71.874000,Vermont,Northeast US,196.39,196.39,184.79,400.037512970
44.968800,-72.091500,Vermont,Northeast US,158.6,158.6,158.26,297.805242994
44.906100,-72.439600,Vermont,Northeast US,269.19,218.83,93.73,394.200175233
44.997200,-72.658600,Vermont,Northeast US,192.75,130.89,26.54,241.664560093
41.129500,-73.200300,Connecticut,Northeast US,6.05,6.05,5.87,141.259487793
42.343100,-74.175200,New York,Northeast US,301.88,301.26,252.28,384.988446144
42.691100,-76.093300,New York,Northeast US,259.15,255.86,219.36,387.195914916
41.302100,-73.604300,New York,Northeast US,1.08,1.08,1.08,378.662680971
41.403900,-74.328800,New York,Northeast US,14.2,14.2,2.76,379.402572280
41.498900,-75.056700,Pennsylvania,Northeast US,316.84,281.42,75.52,379.933332991
41.586900,-75.787600,Pennsylvania,Northeast US,96.98,23.08,0.9,380.425784915
41.589600,-76.311700,Pennsylvania,Northeast US,316.84,195.45,122.36,380.520699669
42.139200,-76.203900,New York,Northeast US,94.54,78.84,61.87,383.784499822
42.054700,-75.462600,New York,Northeast US,248.2,222.89,191.93,383.304322203
42.046300,-74.932900,New York,Northeast US,153.82,153.82,115.13,383.352254543
41.795700,-74.309500,New York,Northeast US,112.48,112.48,58.87,381.788622620
41.693400,-73.578400,New York,Northeast US,193.29,176.47,142.17,381.143523702
41.672000,-73.053900,Connecticut,Northeast US,20.27,17.58,14.65,477.197375931
42.239000,-73.435000,Massachusetts,Northeast US,183.59,181.96,156.36,384.437189074
42.356800,-74.708400,New York,Northeast US,281.4,281.37,246.1,385.199647542
42.605200,-75.342500,New York,Northeast US,359.65,340.03,286.84,386.606854906
43.245200,-75.979700,New York,Northeast US,199.14,199.14,199.14,486.978507883
43.000800,-75.332100,New York,Northeast US,147.32,147.32,147,388.975085993
42.907200,-74.577500,New York,Northeast US,256.57,241.5,224.73,388.387154889
42.892500,-74.037300,New York,Northeast US,129.75,129.75,129.75,486.132213277
42.786700,-73.287800,New York,Northeast US,178.23,167.81,137.65,387.670834582
43.094000,-73.047000,Vermont,Northeast US,94.86,73.91,69.73,389.557041280
43.357300,-73.682300,New York,Northeast US,35.51,35.51,15.52,391.078063535
43.459800,-74.443100,New York,Northeast US,45.86,35.55,18.24,391.670287554
43.554900,-75.207600,New York,Northeast US,360.68,360.04,105.83,392.333793934
43.561600,-75.756600,New York,Northeast US,387.99,387.99,386.77,392.345580337
41.354300,-76.208100,Pennsylvania,Northeast US,216.91,148.93,139.08,379.083452369
41.198200,-76.312800,Pennsylvania,Northeast US,38.93,5.78,3.61,378.021555089
41.270500,-75.480200,Pennsylvania,Northeast US,238.41,238.41,237.75,378.584540202
41.195600,-75.793500,Pennsylvania,Northeast US,175.75,169.85,118.55,378.082291142
41.275200,-76.000400,Pennsylvania,Northeast US,10.74,0.33,0,378.534291078
41.189400,-75.274300,Pennsylvania,Northeast US,176.06,100.93,62.42,377.981226921
41.216100,-73.401900,Connecticut,Northeast US,10.62,10.62,8.27,376.301047865
41.387700,-73.807600,New York,Northeast US,45.79,45.07,45.07,379.297638667
41.506500,-75.579600,Pennsylvania,Northeast US,77.04,45.39,25.67,379.945190768
41.179700,-74.755300,New Jersey,Northeast US,170.2,58.13,16.51,378.060445284
41.149800,-73.718200,New York,Northeast US,0.27,0.27,0,377.774424114
41.235000,-73.920900,New York,Northeast US,64.04,52.33,2.86,378.258970532
41.193600,-72.883300,Connecticut,Northeast US,1.86,1.86,1.8,42.6491265836
41.281100,-73.084600,Connecticut,Northeast US,5.94,4.14,1.71,358.256731389
41.368000,-73.286700,Connecticut,Northeast US,8.01,8.01,6.24,379.042025235
41.662000,-75.471500,Pennsylvania,Northeast US,229.98,170.79,93.87,380.930358170
41.742800,-75.680100,Pennsylvania,Northeast US,296.76,122.57,38.58,381.399085411
41.823100,-75.889400,Pennsylvania,Northeast US,206.72,156.59,96.41,381.853788268
41.454500,-73.489600,Connecticut,Northeast US,3.63,3.63,3.63,379.764080113
41.472900,-74.011600,New York,Northeast US,32.89,18.59,0,379.817611027
41.557500,-74.216500,New York,Northeast US,56.18,12.01,0.39,380.218739101
41.319700,-74.124500,New York,Northeast US,66.26,66.26,63.62,378.884238707
41.487700,-74.534000,New York,Northeast US,125.49,115.18,109.27,379.822150715
41.166500,-74.236600,New York,Northeast US,36.17,36.17,32.07,532.331620509
41.250300,-74.440400,New York,Northeast US,56.86,56.5,3.25,378.402985321
41.333700,-74.645000,New Jersey,Northeast US,123.73,122.56,107.36,379.056225954
41.570900,-74.739900,New York,Northeast US,293.76,290.05,253.56,380.388630790
41.653600,-74.946700,New York,Northeast US,336.64,301.42,233.55,380.790011376
41.735800,-75.154200,Pennsylvania,Northeast US,322.58,278.69,78.81,381.347814627
41.416500,-74.850500,Pennsylvania,Northeast US,219.3,205.86,181.7,379.496004788
41.580700,-75.263700,Pennsylvania,Northeast US,179.64,166.8,44.86,380.305227286
41.262200,-74.960200,Pennsylvania,Northeast US,228.09,228.09,139.27,378.439636083
41.344100,-75.165900,Pennsylvania,Northeast US,264.25,263.71,195.79,379.018753434
41.425600,-75.372300,Pennsylvania,Northeast US,374.91,373.47,206.01,379.454834672
41.666800,-75.996400,Pennsylvania,Northeast US,220.22,108.63,0.36,380.927060335
41.351000,-75.686900,Pennsylvania,Northeast US,93.15,90.57,69.84,378.991537660
41.431000,-75.894400,Pennsylvania,Northeast US,88.77,31.59,2.07,379.603824515
41.902900,-76.099600,Pennsylvania,Northeast US,331.32,242.78,155.37,382.401294867
41.746200,-76.206000,Pennsylvania,Northeast US,197.79,97.39,0.27,381.415820037
41.510600,-76.102700,Pennsylvania,Northeast US,173.18,100.16,91.59,380.106934825
42.216400,-75.884400,New York,Northeast US,143.06,116.03,51.57,384.282869805
42.296400,-76.096500,New York,Northeast US,342,311.66,246.37,384.781466561
42.375900,-76.309400,New York,Northeast US,250.97,235.19,203.09,385.221499136
42.059600,-75.992400,New York,Northeast US,57.7,57.4,53.86,383.344999970
41.982100,-76.310600,Pennsylvania,Northeast US,327.85,226.72,156.67,382.851489878
42.210800,-75.352600,New York,Northeast US,270.23,255.71,228.03,384.210983326
42.292200,-75.563700,New York,Northeast US,319.97,277.46,229.3,384.795675830
41.973100,-75.252900,New York,Northeast US,189.29,173.76,147.91,382.788546860
42.135800,-75.673100,New York,Northeast US,292.18,244.32,193.67,383.795922876
41.817600,-75.362600,Pennsylvania,Northeast US,349.59,340.97,251.23,381.865255249
41.898800,-75.571700,Pennsylvania,Northeast US,194.29,156.05,115.57,382.220178889
41.979400,-75.781600,Pennsylvania,Northeast US,125.64,110.77,63.98,382.793936380
42.118100,-74.611900,New York,Northeast US,112.55,92.19,69.69,383.689469494
42.201500,-74.821000,New York,Northeast US,210.18,181.9,144.73,384.071672957
41.963200,-74.724300,New York,Northeast US,202.39,181.65,161.3,382.761277134
42.128800,-75.142400,New York,Northeast US,141.32,121.41,105.24,383.794324677
41.725300,-74.628600,New York,Northeast US,97.36,91.42,61.73,381.317611580
41.808400,-74.835900,New York,Northeast US,245.71,231.12,197.24,381.787107640
41.891000,-75.044000,New York,Northeast US,246.05,227.28,196.12,382.378401839
42.018400,-73.874500,New York,Northeast US,155.39,144.98,117.69,383.085889577
41.864700,-73.989300,New York,Northeast US,91.87,32.81,12.22,382.194193948
41.949700,-74.196000,New York,Northeast US,37.13,11.42,6.66,382.577626706
42.034100,-74.403500,New York,Northeast US,0.63,0.63,0.63,383.191892673
41.711100,-74.103300,New York,Northeast US,35.31,19.72,10.58,381.241829579
41.879700,-74.516500,New York,Northeast US,170.55,133.52,91.51,382.141378973
41.641600,-74.422100,New York,Northeast US,154.23,94.33,65.5,380.771913028
41.759300,-73.257800,Connecticut,Northeast US,247.35,242.45,226.54,381.476548800
41.846200,-73.462500,Connecticut,Northeast US,281.76,262.59,157.13,382.020069662
41.932500,-73.668100,New York,Northeast US,355.81,355.81,351.52,382.535301678
41.606900,-73.374100,Connecticut,Northeast US,107.47,90.48,39.29,380.657348761
41.779300,-73.783400,New York,Northeast US,167.68,167.38,163.53,381.509749989
41.540600,-73.693400,New York,Northeast US,12.45,12.45,12.45,380.317260744
41.626100,-73.897900,New York,Northeast US,18.4,0.09,0,380.639580785
41.824000,-72.936300,Connecticut,Northeast US,33.29,26.91,15.4,381.931906991
41.911700,-73.140700,Connecticut,Northeast US,150.75,150.75,145.15,382.399468438
42.188600,-74.289800,New York,Northeast US,70.96,68.77,60.74,384.115393377
41.432600,-72.968100,Connecticut,Northeast US,0.45,0,0,473.445622320
41.520000,-73.170700,Connecticut,Northeast US,12.57,6.33,3.54,380.114996253
42.411900,-73.850600,New York,Northeast US,169.14,169.14,123.22,385.323775031
42.497500,-74.059700,New York,Northeast US,375.48,375.48,371.76,385.912950533
42.582700,-74.269700,New York,Northeast US,297.7,270.95,240.51,386.553700944
42.257800,-73.966600,New York,Northeast US,198.91,198.91,188.51,384.673435073
42.427800,-74.384600,New York,Northeast US,282.29,262.23,242.56,385.481219799
42.103700,-74.081700,New York,Northeast US,50.77,47.03,19.66,383.582238611
42.216600,-72.903800,Massachusetts,Northeast US,232.15,214.52,150.09,384.257704370
42.064100,-73.022700,Massachusetts,Northeast US,299.92,291.01,273.99,383.451734822
42.304700,-73.110000,Massachusetts,Northeast US,240.78,240.78,238.3,384.833293847
42.392200,-73.317100,Massachusetts,Northeast US,107.83,107.83,93.49,385.310088986
42.479300,-73.525000,New York,Northeast US,312.98,312.98,289.78,385.850860802
42.151800,-73.228400,Massachusetts,Northeast US,299.89,284.94,251.27,383.986637432
42.325700,-73.642400,New York,Northeast US,128.31,128.16,117.45,384.867276096
41.999000,-73.345900,Connecticut,Northeast US,208.94,140.13,47.67,382.823211469
42.085700,-73.551900,New York,Northeast US,314.24,312.67,302.25,383.419669647
42.172000,-73.758800,New York,Northeast US,241,240.7,235.48,384.055414424
42.667400,-74.480500,New York,Northeast US,203.22,196.78,189.81,386.896734654
42.512100,-74.594800,New York,Northeast US,295.18,293.91,280.66,386.034653769
42.595800,-74.805900,New York,Northeast US,314.16,288.21,239.49,386.579693904
42.272900,-74.498600,New York,Northeast US,217.17,201.45,180.49,384.574769799
42.440100,-74.918900,New York,Northeast US,279.92,251.66,225.94,385.618219028
42.284400,-75.031000,New York,Northeast US,291.83,272.35,250.27,384.730227431
42.679000,-75.017900,New York,Northeast US,305.86,298.51,266.44,387.047188187
42.761700,-75.230600,New York,Northeast US,370.79,369.94,345.23,387.437131868
42.522900,-75.130300,New York,Northeast US,241.53,231.92,192.67,386.167822808
42.686900,-75.555500,New York,Northeast US,248.52,238.25,207.87,387.092652791
42.366800,-75.241900,New York,Northeast US,307.33,250.18,206.33,385.186381083
42.448700,-75.453500,New York,Northeast US,270.75,226.61,190.71,385.664280428
42.530000,-75.665900,New York,Northeast US,333.36,321.03,289.57,386.100910778
42.373200,-75.775600,New York,Northeast US,356.86,293.83,219.86,385.154968804
42.768100,-75.769400,New York,Northeast US,354.79,354.79,346.48,387.569003936
42.848800,-75.984000,New York,Northeast US,333.01,332.63,323.86,388.077225434
42.928900,-76.199600,New York,Northeast US,146.22,143.52,121.25,485.007713527
42.610800,-75.879200,New York,Northeast US,349.37,317.77,273.15,386.625461554
42.770900,-76.308200,New York,Northeast US,277.43,272.97,262.84,387.538732349
42.453600,-75.988200,New York,Northeast US,374.46,333.45,278.03,385.676333640
42.533500,-76.201800,New York,Northeast US,164.04,162.03,155.28,386.138634154
43.006500,-75.874000,New York,Northeast US,62.36,62.36,59.81,487.286835759
43.231300,-74.890100,New York,Northeast US,388.26,386.69,377.86,390.288875502
42.925400,-75.658700,New York,Northeast US,355.69,355.69,342.04,388.647910380
43.325600,-76.197300,New York,Northeast US,237.04,237.04,237.04,390.930549814
43.167000,-76.307000,New York,Northeast US,55.25,55.25,55.25,488.361880374
43.322000,-75.651300,New York,Northeast US,389.28,296.59,96.33,390.900222176
43.164300,-75.763100,New York,Northeast US,197.83,197.83,127.02,389.900571324
43.074800,-75.004500,New York,Northeast US,168.04,162.31,112.51,389.388356751
43.157700,-75.219200,New York,Northeast US,125.58,125.58,68.89,389.764554608
43.240100,-75.434800,New York,Northeast US,113.56,81.24,50.98,390.380917402
42.918200,-75.118000,New York,Northeast US,315.99,315.99,315.99,388.478996577
43.082800,-75.547200,New York,Northeast US,179.4,179.4,168.76,389.552733314
42.843800,-75.444200,New York,Northeast US,301.65,301.65,296.13,388.113013106
42.978000,-74.249200,New York,Northeast US,88.4,88.4,56.52,388.934464649
43.063000,-74.462000,New York,Northeast US,263.27,263.27,252.07,389.369688129
43.147400,-74.675600,New York,Northeast US,344.5,311.94,248.64,389.779065376
42.822700,-74.365300,New York,Northeast US,372.04,369.66,317.18,387.897972092
42.991300,-74.790500,New York,Northeast US,304.62,275.64,227.81,388.970064964
42.751500,-74.692100,New York,Northeast US,341.81,341.81,335.73,387.358536005
42.835100,-74.904600,New York,Northeast US,306.09,306.09,303.07,388.086607748
42.961000,-73.708300,New York,Northeast US,19.62,19.56,0.09,484.934118992
43.047500,-73.919900,New York,Northeast US,173.98,173.22,131.9,389.336405313
42.720000,-73.616100,New York,Northeast US,63.55,63.55,59.91,485.053772020
42.565900,-73.733800,New York,Northeast US,40.58,40.58,34.3,386.309456305
42.652000,-73.943400,New York,Northeast US,119.76,119.76,119.76,482.989252440
42.737600,-74.153900,New York,Northeast US,301.16,299.87,295.02,387.470309725
42.852000,-72.958400,Vermont,Northeast US,197.99,195.91,192.21,388.121966481
42.940300,-73.167900,Vermont,Northeast US,122.66,93.98,73.3,388.608250496
42.698700,-73.078800,Massachusetts,Northeast US,137.79,129.05,126.73,387.179718240
42.874100,-73.497600,New York,Northeast US,333.46,333.25,277.86,388.191325381
42.457500,-72.990800,Massachusetts,Northeast US,286.11,286.02,278.73,385.704322308
42.545500,-73.198400,Massachusetts,Northeast US,111.69,105.24,87.55,386.246931767
42.633000,-73.406800,New York,Northeast US,261.67,261.67,245.92,386.777417778
42.610300,-72.870800,Massachusetts,Northeast US,258.72,240.55,225.94,386.566640403
43.247600,-72.925300,Vermont,Northeast US,146.89,128.61,101.18,390.421334871
43.336400,-73.136700,Vermont,Northeast US,200.15,192.61,131.96,390.990067856
43.424600,-73.349000,New York,Northeast US,188.15,92.59,43.97,391.539840027
43.182300,-73.257900,New York,Northeast US,231.04,204.95,73.36,390.195087819
43.028200,-73.378200,New York,Northeast US,242.51,136.58,72.43,389.123202181
43.512300,-73.562200,New York,Northeast US,102.48,70.67,51.11,392.063309860
