Hub Height (m),Wind Speed (m/s)
55,6.31
55,6.37
55,6.24
55,6.43
55,6.22
55,6.19
55,6.46
55,5.85
55,6.22
55,6.35
55,6.36
55,6.2
55,5.98
55,6.24
55,5.67
55,6.1
55,5.46
55,5.66
55,5.4
55,5.31
55,5.21
55,6.31
55,5.84
55,5.8
55,5.68
55,5.92
55,6.57
55,5.64
55,6.14
55,6.19
55,6.17
55,6.25
55,6.16
55,6.51
55,6.28
55,6.32
55,6.34
55,6.91
55,5.24
55,5.99
55,6.26
55,5.26
55,5.18
55,5.36
55,5.62
55,6.34
55,5.62
55,5.75
55,6.07
55,6.15
55,6.35
55,6.32
55,6.39
55,6.36
55,6.38
55,6.34
55,6.18
55,6.36
55,6.33
55,6.31
55,6.44
55,6.18
55,6.08
55,6.2
55,5.5
55,5.67
55,5.19
55,6.25
55,6.27
55,6.43
55,5.88
55,5.95
55,6.63
55,6.28
55,6.21
55,6.12
55,6.28
55,6.36
55,6.24
55,5.55
55,5.52
55,6.21
55,6.07
55,5.22
55,5.31
55,5.41
55,5.77
55,6.21
55,5.96
55,6.53
55,6.26
55,6.21
55,5.86
55,6.45
55,6.26
55,5.46
55,5.34
55,6.32
55,5.89
55,6.41
55,6.2
55,6.34
55,6.12
55,6.23
55,6.2
55,6.23
55,6.2
55,6.3
55,6.07
55,6.1
55,6.09
55,6.46
55,6.41
55,6.26
55,6.53
55,6.34
55,6.43
55,6.45
55,6.39
55,6.3
55,6.32
55,6.52
55,5.22
55,6.29
55,6.39
55,6.19
55,6.18
55,6.19
55,6.2
55,6.28
55,5.69
55,5.91
55,6.48
55,6.34
55,6.32
55,6.34
55,6.22
55,6.22
55,6.2
55,6.38
55,6.58
55,6.52
55,6.2
55,6.08
55,5.39
55,5.78
55,5.76
55,5.69
55,6.27
55,6.15
55,6.29
55,6.2
55,6.39
55,6.38
55,5.95
55,6.36
55,6.89
55,6.7
55,6.07
55,6.18
55,5.24
55,5.2
55,5.17
55,6.44
55,5.61
55,6.29
55,6.22
55,6.21
55,6.23
55,6.23
55,6.23
55,6.21
55,6.2
55,6.49
55,6.5
55,6.22
55,6.56
55,6.52
55,6.56
55,6.46
55,6.1
55,6.13
55,6.63
55,6.54
55,6.23
55,6.16
55,6.08
55,6.39
55,5.68
55,6.37
55,6.47
55,6.21
55,6.14
55,5.6
55,5.62
55,6.41
55,6.48
55,6.51
55,6.23
55,5.85
55,6.42
55,6.14
55,6.48
55,5.29
55,6.18
55,6.11
55,6.08
55,5.29
55,5.37
55,5.9
55,5.75
55,5.79
55,5.99
55,6.24
55,6.39
55,6.46
55,6.51
55,6.19
55,6.47
55,6.37
55,6.44
55,6.13
55,6.24
55,5.3
55,6.48
55,6.15
55,6.13
55,6.15
55,5.24
55,5.98
55,6.47
55,6.39
55,6.35
55,6.29
55,6.19
55,6.12
55,6.44
55,6.49
55,6.51
55,6.31
55,6.31
55,6.24
55,6.24
55,6.38
55,6.29
55,6.48
55,5.32
55,6.2
55,6.25
55,6.34
55,6.47
55,6.45
55,5.78
55,6.38
55,5.8
55,6.11
55,6.38
55,6.46
55,6.29
55,6.26
55,6.52
55,6.22
55,5.33
55,5.24
55,6.11
55,6.07
55,5.82
55,6.29
55,6.44
55,6.36
55,6.39
55,6.13
55,6.21
55,6.52
55,6.09
55,6.1
55,6.1
55,6.21
55,6.41
55,6.44
55,6.18
55,6.17
55,6.21
55,4.73
55,4.7
55,6.58
55,6.32
55,5.14
55,5.68
55,6.34
55,6.53
55,6.19
55,6.34
55,6.27
55,6.11
55,5.67
55,6.44
55,6.24
55,6.09
55,6.21
55,6.11
55,6.57
55,5.32
55,6.08
55,5.73
55,5.87
55,5.8
55,4.81
55,5.58
55,5.91
55,6.01
55,6.36
55,6.32
55,5.73
55,5.77
55,6.49
55,6.33
55,6.46
55,5.24
55,6.28
55,6.46
55,6.43
55,5.29
55,5.3
55,6.47
55,5.22
55,6.25
55,5.75
55,6.36
55,6.17
55,6.25
55,6.17
55,6.44
55,6.22
55,6.24
55,6.32
55,5.42
55,6.18
55,6.22
55,5.26
55,5.87
55,6.27
55,6.21
55,5.05
55,5.22
55,5.41
55,6.53
55,6.19
55,6.33
55,6.11
55,6.44
55,6.31
55,6.11
55,6.6
55,6.26
55,6.36
55,6.51
55,6.59
55,6.47
55,6.23
55,5.59
55,6.14
55,6.34
55,5.87
55,6.41
55,6.41
55,5.04
55,4.77
55,5.5
55,5.71
55,6.29
55,6.24
55,6.52
55,6.58
55,5.7
55,5.74
55,5.3
55,5.22
55,6.39
55,6.16
55,6.46
55,6.36
55,6.2
55,6.13
55,5.27
55,6.45
55,6.47
55,6.11
55,6.03
55,6.36
55,5.7
55,5.68
55,6.17
55,6.15
55,5.73
55,6.4
55,6.55
55,6.15
55,6.23
55,6.41
55,5.84
55,6.39
55,6.47
55,6.11
55,6.18
55,6.21
55,6.21
55,6.2
55,6.09
55,5.1
55,6.06
55,6.18
55,6.23
55,5.46
55,6.2
55,4.74
55,4.9
55,5.1
55,5.36
55,6.53
55,6.23
55,6.43
55,6.4
55,6.53
55,6.54
55,6.66
55,5.87
55,6.61
55,6.5
55,5.66
55,6.28
55,6.45
55,5.34
55,6.14
55,6.24
55,6.37
55,6.44
55,6.17
55,6.34
55,5.18
55,6.04
55,5.71
55,6.41
55,5.67
55,5.7
55,5.67
55,6.37
55,5.36
55,5.24
55,5.2
55,5.22
55,5.23
55,5.24
55,6.1
55,6.17
55,5.21
55,5.23
55,5.25
55,6.25
55,6.17
55,6.25
55,6.38
55,6.54
55,6.5
55,6.47
55,6.34
55,6.55
55,6.16
55,5.72
55,5.77
55,5.75
55,6.46
55,5.68
55,6.49
55,6.43
55,6.23
55,5.69
55,6.21
55,5.88
55,5.86
55,6.37
55,5.75
55,6.18
55,6.41
55,6.07
55,6.37
55,6.27
55,6.23
55,5.2
55,6.28
55,5.31
55,5.7
55,6.02
55,6.24
55,4.36
55,5.46
55,6.18
55,6.19
55,6.12
55,4.71
55,6.17
55,6.24
55,6.01
55,6.34
55,6.37
55,6.38
55,7.1
55,6.3
55,6.29
55,6.39
55,6.34
55,6.6
55,5.68
55,5.7
55,4.93
55,6.42
55,4.86
55,6.04
55,6.2
55,6.31
55,4.34
55,5.38
55,6.13
55,6.11
55,6.37
55,6.25
55,5.4
55,5.38
55,6.02
55,6.45
55,6.43
55,6.49
55,6.47
55,5.41
55,5.32
55,5.22
55,5.2
55,6.46
55,5.23
55,6.13
55,6.27
55,5.25
55,6.35
55,5.27
55,5.26
55,6.38
55,6.54
55,5.7
55,6.16
55,5.71
55,5.71
55,6.01
55,6.28
55,6.24
55,6.15
55,6.24
55,6.49
55,6.43
55,5.66
55,6.34
55,6.35
55,6.3
55,6.44
55,6.43
55,6.44
55,6.22
55,5.47
55,5.66
55,5.68
55,6.11
55,6.12
55,4.72
55,6.21
55,6.27
55,6.33
55,6.4
55,6.49
55,6.01
55,6.45
55,6.56
55,6.2
55,6.14
55,6.55
55,6.42
55,5.27
55,6.52
55,6.15
55,6.42
55,5.77
55,6.15
55,6.46
55,6.31
55,5.46
55,6.06
55,6.25
55,6.28
55,6.13
55,4.48
55,4.97
55,6.03
55,6.07
55,6.11
55,6.28
55,5.72
55,5.74
55,6.39
55,6.44
55,6.37
55,6.47
55,6.59
55,5.2
55,5.24
55,6.18
55,6.18
55,6.27
55,6.4
55,6.55
55,6.1
55,5.22
55,6.33
55,6.22
55,6.45
55,6.31
55,6.35
55,6.14
55,6.44
55,5.28
55,5.34
55,5.35
55,6.51
55,5.25
55,5.86
55,6.28
55,6.25
55,6.31
55,6.4
55,6.31
55,6.19
55,6.26
55,6.47
55,6.47
55,6.25
55,6.42
55,6.53
55,6.35
55,6.3
55,6.16
55,6.15
55,6.26
55,6.36
55,6.62
55,5.71
55,5.97
55,6.25
55,6.49
55,6.13
55,6.02
55,6.28
55,5.9
55,6.29
55,6.55
55,6.05
55,5.39
55,6.37
55,6.53
55,5.41
55,5.62
55,5.84
55,6.15
55,5.24
55,5.32
55,6.37
55,6.34
55,6.6
55,6.49
55,6.44
55,6.36
55,6.37
55,6.54
55,6.47
55,5.67
55,5.2
55,5.29
55,6.28
55,6.27
55,6.08
55,5.39
55,5.79
55,5.93
55,6.06
55,6.41
55,6.31
55,6.39
55,5.64
55,4.45
55,4.53
55,4.92
55,5.48
55,6.56
55,6.09
55,6.02
55,6.34
55,5.91
55,5.74
55,6.27
55,6.3
55,5.22
55,5.23
55,5.22
55,6.22
55,6.34
55,6.24
55,6.4
55,6.11
55,6.53
55,6.44
55,6.4
55,5.29
55,5.3
55,6.43
55,6.51
55,5.22
55,5.36
55,5.31
55,6.16
55,6.32
55,6.23
55,5.65
55,5.69
55,5.76
55,5.68
55,6.25
55,6.5
55,6.48
55,6.36
55,5.92
55,6.37
55,6.48
55,5.31
55,6.38
55,6.43
55,6.04
55,6.15
55,6.19
55,5.81
55,6.36
55,6.66
55,6.48
55,5.77
55,6.37
55,6.35
55,6.53
55,6.27
55,6.51
55,5.43
55,5.61
55,5.8
55,6.8
55,6.21
55,6.49
55,5.27
55,6.12
55,6.42
55,6.66
55,5.95
55,6.07
55,6.32
55,5.68
55,6.41
55,5.34
55,6.38
55,6.31
55,5.2
55,5.67
55,6.21
55,4.45
55,5.01
55,5.57
55,6.01
55,6.24
55,6.33
55,6.37
55,6.26
55,6.27
55,5.61
55,5.96
55,6.11
55,6.46
55,6.49
55,6.31
55,6.53
55,6.35
55,5.22
55,6.25
55,6.13
55,6.19
55,6.31
55,5.22
55,5.31
55,6.28
55,5.2
55,5.2
55,6.19
55,6.34
55,6.22
55,5.39
55,6.56
55,6.26
55,6.26
55,5.6
55,5.73
55,6.41
55,6.31
55,5.74
55,5.7
55,5.31
55,5.38
55,6.5
55,6.25
55,6.42
55,6.25
55,5.8
55,6.11
55,5.67
55,5.91
55,5.99
55,6.41
55,6.16
55,6.05
55,5.29
55,5.86
55,6.07
55,6.24
55,5.69
55,6.14
55,6.12
55,6.19
55,6.51
55,5.75
55,6.71
55,5.58
55,6.17
55,6.21
55,6.2
55,5.47
55,4.79
55,5.32
55,5.31
55,6.46
55,5.27
55,5.99
55,6.45
55,6.46
55,6.46
55,6.14
55,5.13
55,5.82
55,5.95
55,6.64
55,6.1
55,6.58
55,6.4
55,6.15
55,6.51
55,6.26
55,6.2
55,6.14
55,6.16
55,5.84
55,5.3
55,6.16
55,4.62
55,5.43
55,6.52
55,6.31
55,6.06
55,6.45
55,6.38
55,5.46
55,5.26
55,6.17
55,5.22
55,6.27
55,6.46
55,6.3
55,6.55
55,6.26
55,6.13
55,6.42
55,6.45
55,6.17
55,6.37
55,5.39
55,5.35
55,6.09
55,6.45
55,6.03
55,6.27
55,5.36
55,5.3
55,6.3
55,5.31
55,5.22
55,5.73
55,5.69
55,6.23
55,5.31
55,5.9
55,5.69
55,6.1
55,6.26
55,6.42
55,5.67
55,5.97
55,6.43
55,5.68
55,5.72
55,6.36
55,6.41
55,6.21
55,6.12
55,6.29
55,5.88
55,6.17
55,6.17
55,6.43
55,5.66
55,6.33
55,5.51
55,5.52
55,6.51
55,6.44
55,6.22
55,6.3
55,6.57
55,5.37
55,6.17
55,6.16
55,5.54
55,6.22
55,6.26
55,5.15
55,4.97
55,6.17
55,6.37
55,6.62
55,6.18
55,6.36
55,5.41
55,5.16
55,5.27
55,5.95
55,6.38
55,6
55,6.33
55,6.54
55,6.58
55,6.34
55,6.13
55,6.13
55,6.13
55,6.52
55,6.51
55,5.23
55,6.47
55,5.24
55,6.44
55,6.3
55,6.17
55,5.89
55,6.08
55,6.26
55,5.7
55,5.91
55,6.35
55,6.13
55,4.5
55,5.49
55,6.07
55,5.99
55,6.2
55,6.13
55,5.24
55,6.18
55,6.18
55,6.34
55,6.49
55,6.51
55,6.23
55,6.19
55,6.05
55,6.43
55,6.42
55,6.23
55,6.41
55,5.49
55,5.52
55,5.41
55,6.55
55,6.39
55,6.54
55,6.23
55,6.37
55,5.25
55,5.28
55,5.22
55,5.22
55,5.25
55,6.26
55,6.11
55,6.42
55,5.79
55,5.67
55,5.22
55,5.66
55,5.7
55,6.32
55,6.4
55,5.71
55,5.42
55,6.31
55,6.48
55,6.36
55,5.3
55,5.49
55,5.92
55,6.26
55,6.3
55,6.55
55,6.34
55,5.66
55,6.24
55,6.39
55,6.25
55,6.21
55,6.73
55,5.65
55,5.43
55,6.27
55,6.21
55,6.32
55,6.24
55,5.46
55,6.16
55,6.28
55,4.38
55,4.91
55,5.27
55,6.34
55,5.16
55,6.26
55,6.45
55,6.05
55,6.16
55,6.37
55,6.47
55,6.25
55,6.03
55,6.06
55,6.42
55,5.2
55,6.44
55,6.31
55,6.17
55,6.04
55,6.31
55,6.53
55,6.19
55,6.33
55,5.34
55,5.34
55,6.2
55,6.31
55,5.44
55,5.68
55,6.2
55,6.27
55,5.78
55,5.92
55,6.47
55,5.02
55,5.57
55,5.78
55,6.14
55,6.35
55,5.53
55,5.28
55,6.12
55,6.37
55,6.24
55,6.21
55,6.34
55,6.24
55,6.16
55,6.26
55,6.39
55,6.48
55,5.29
55,5.27
55,6.33
55,6.1
55,6.17
55,6.14
55,6.11
55,5.22
55,6.21
55,6.35
55,6.53
55,6.49
55,6.47
55,6.41
55,6.28
55,6.26
55,6.13
55,6.18
55,5.29
55,6.41
55,6.16
55,5.58
55,6.23
55,6.11
55,6.52
55,5.85
55,5.83
55,5.33
55,6.18
55,6.26
55,5.67
55,6.28
55,6.22
55,6.46
55,5.48
55,5.68
55,5.2
55,6.14
55,6.34
55,5.26
55,5.66
55,5.8
55,6.19
55,6.55
55,6.09
55,5.12
55,5.42
55,5.38
55,5.95
55,5.67
55,6.17
55,5.7
55,6.16
55,6.21
55,6.89
55,4.77
55,4.72
55,4.84
55,5.42
55,6.2
55,4.7
55,4.58
55,4.85
55,6.45
55,6.3
55,4.72
55,5.71
55,6.09
55,6.11
55,6.24
55,6.29
55,6.3
55,6.21
55,6.5
55,6.26
55,6.13
55,6.91
55,6.33
55,6.19
55,6.22
55,5.71
55,5.79
55,6.33
55,6.55
55,6.1
55,6.28
55,5.29
55,5.44
55,5.45
55,6.03
55,5.26
55,6.39
55,5.37
55,5.87
55,6.24
55,6.37
55,5.11
55,5.55
55,4.32
55,4.55
55,5.15
55,6.32
55,5.83
55,6.38
55,5.53
55,6.37
55,6.18
55,6.14
55,6.56
55,6.44
55,6.34
55,6.21
55,6.24
55,6.33
55,6.43
55,6.17
55,6.07
55,6.23
55,6.31
55,6.43
55,5.64
55,5.39
55,6.31
55,6.23
55,5.24
55,6.49
55,6.47
55,6.21
55,6.47
55,6.44
55,6.33
55,6.11
55,6.37
55,6.07
55,6.39
55,6.15
55,6.39
55,6.07
55,6.01
55,6.23
55,6.43
55,5.27
55,6.32
55,6.27
55,6.26
55,6.28
55,6.41
55,6.5
55,5.78
55,5.88
55,5.78
55,5.48
55,5.71
55,6.25
55,6.24
55,6.42
55,6.56
55,6.45
55,6.32
55,6.19
55,6.42
55,5.2
55,6.35
55,6.44
55,6.51
55,6.68
55,5.29
55,5.73
55,5.73
55,6.69
55,6.63
55,5.78
55,5.68
55,5.73
55,6.3
55,6.16
55,5.43
55,5.76
55,5.93
55,6.18
55,6.09
55,7.48
55,4.84
55,5.3
55,6.35
55,6.39
55,6.21
55,4.99
55,4.84
55,6.19
55,4.65
55,4.45
55,4.88
55,5.26
55,6.05
55,6.36
55,6.02
55,6.33
55,6.31
55,5.77
55,6.03
55,5.82
55,6.24
55,6.34
55,6.45
55,6.47
55,5.65
55,5.77
55,5.75
55,6.28
55,6.25
55,6.52
55,6.58
55,6.5
55,6.25
55,5.69
55,5.75
55,6.33
55,6.49
55,5.39
55,6.18
55,5.21
55,5.37
55,5.33
55,5.42
55,6.51
55,5.35
55,5.49
55,5.8
55,5.81
55,5.09
55,4.98
55,6.3
55,6.17
55,6.16
55,6.29
55,6.42
55,4.3
55,4.96
55,6.33
55,5.72
55,5.43
55,6.16
55,6.47
55,6.24
55,6.47
55,6.16
55,6.43
55,6.08
55,6.43
55,6.02
55,6.38
55,6.27
55,6.15
55,6.32
55,6.28
55,6.35
55,5.58
55,5.65
55,5.31
55,6.44
55,6.54
55,6.54
55,5.31
55,5.37
55,6.51
55,6.29
55,6.36
55,6.39
55,5.19
55,6.48
55,6.52
55,6.44
55,6.37
55,6.26
55,6.15
55,6.37
55,5.25
55,6.39
55,6.47
55,5.74
55,5.82
55,6.35
55,5.48
55,5.68
55,5.68
55,5.76
55,6.24
55,6.32
55,6.09
55,5.49
55,6.21
55,6.32
55,6.47
55,6.47
55,5.28
55,5.69
55,6.23
55,6.02
55,6.41
55,5.86
55,6.33
55,6.35
55,5.77
55,5.87
55,6.17
55,5.7
55,6.49
55,6.66
55,4.72
55,5.49
55,6.39
55,4.88
55,6.37
55,5.14
55,5.33
55,6.27
55,6.1
55,6.36
55,6.23
55,4.95
55,6.19
55,6.15
55,6.49
55,6.13
55,5.11
55,6.36
55,5.18
55,6.11
55,6.47
55,5.72
55,7.29
55,6.05
55,5.85
55,6.18
55,6.48
55,5.74
55,6.29
55,6.14
55,6.14
55,5.93
55,6.24
55,5.32
55,5.22
55,6.06
55,5.3
55,6.22
55,6.24
55,6.16
55,6.48
55,5.74
55,6.35
55,5.19
55,5.76
55,5.05
55,5.52
55,5.73
55,6.21
55,4.25
55,4.76
55,4.96
55,6.17
55,6.2
55,5.06
55,5.41
55,6.14
55,6.17
55,6.25
55,6.22
55,6.13
55,6.22
55,6.34
55,6.24
55,6.07
55,5.14
55,5.12
55,6.35
55,4.8
55,5.32
55,5.62
55,5.77
55,6.38
55,6.47
55,6.11
55,4.82
55,5.48
55,6.48
55,6.46
55,6.35
55,6.24
55,6.29
55,6.21
55,6.09
55,6.08
55,6.14
55,6.23
55,6.09
55,6.39
55,5.18
55,5.2
55,6.26
55,6.09
55,6.24
55,6.24
55,6.08
55,6.36
55,6.23
55,6.35
55,6.18
55,6.11
55,5.34
55,5.87
55,5.71
55,6.16
55,5.6
55,5.65
55,6.39
55,6.39
55,6.43
55,5.78
55,5.84
55,6.08
55,6.26
55,6.22
55,6.38
55,5.27
55,6.3
55,6.35
55,6.2
55,5.84
55,6.28
55,6.49
55,5.76
55,6.26
55,6.46
55,6.1
55,5.8
55,6.22
55,6.24
55,6.14
55,5.23
55,5.94
55,6.22
55,6.12
55,4.26
55,4.34
55,5.78
55,6.49
55,5.22
55,5.26
55,4.74
55,4.85
55,4.28
55,4.64
55,5.25
55,6.1
55,6.13
55,5.43
55,6.58
55,5.73
55,6.13
55,6.12
55,6.13
55,5.7
55,5.85
55,5.82
55,5.64
55,6.52
55,6.31
55,6.37
55,6.17
55,6.1
55,6.29
55,6.21
55,5.7
55,6.21
55,6.4
55,6.22
55,6.34
55,5.62
55,6.4
55,6.1
55,5.63
55,5.42
55,5.85
55,6.2
55,5.72
55,6.23
55,5.47
55,5.36
55,4.52
55,4.78
55,5.03
55,5.23
55,5.47
55,5.9
55,6.01
55,5.95
55,6.25
55,5.18
55,4.97
55,6.45
55,5.36
55,6.52
55,6.26
55,5.36
55,6.1
55,5.05
55,6.09
55,4.96
55,5.48
55,5.69
55,6.17
55,4.84
55,5.26
55,5.54
55,5.54
55,6.16
55,6.3
55,6.22
55,6.07
55,6.32
55,6.24
55,6.33
55,6.33
55,6.28
55,6.28
55,6.26
55,6.54
55,6.15
55,6.28
55,5.43
55,5.74
55,6.13
55,5.26
55,6.13
55,6.16
55,6.16
55,5.62
55,5.44
55,6.44
55,5.67
55,5.83
55,6.27
55,6.2
55,6.07
55,6.4
55,6.04
55,5.23
55,6.45
55,6.41
55,6.35
