Department,Name
TVA,Davy Crockett Lake
TVA,Nottely Lake
TVA,Fontana Lake
BLM,Fish Creek Mountains Wilderness
TVA,Douglas Lake
TVA,Kentucky Lake
TVA,Land Between the Lakes
TVA,Little Bear Creek Reservoir
TVA,Ocoee Lake
TVA,Pickwick Lake
TVA,South Holston Lake
TVA,Fort Loudoun Lake
TVA,Guntersville Lake
TVA,Hiwassee Lake
TVA,Kentucky Lake
TVA,Melton Hill Lake
FWS,Oxford Slough Waterfowl Production Area
TVA,Tellico Lake
TVA,Upper Bear Creek Reservoir
FWS,Marais Des Cygnes Waterfowl Area
BLM,Jacumba Wilderness
FWS,Benson County Waterfowl Production Area
FWS,Bottineau County Waterfowl Production Area
FWS,Burke County Waterfowl Production Area
FS,Birkhead Mountains Wilderness
TVA,Tims Ford Lake
TVA,Watauga Lake
TVA,Watts Bar Lake
TVA,Wilson Lake
TVA,Woods Reservoir
OTHER,Ketchican Coast Guard Base
OTHER,Port Angeles Coast Guard Air Station
OTHER,U.S. Coast Guard Airbase
OTHER,United States Coast Guard Station
TVA,Wheeler Lake
OTHER,Dubois Sheep Experiment Station
FWS,Marshall County Waterfowl Production Area
FWS,Burleigh County Waterfowl Production Area
FWS,Carlton Pond Waterfowl Production Area
FWS,Cavalier County Waterfowl Production Area
FWS,Divide County Waterfowl Production Area
FWS,Eddy County Waterfowl Production Area
FWS,Grand Forks County Waterfowl Production Area
FWS,Kidder County Waterfowl Production Area
FWS,Pierce County Waterfowl Production Area
FWS,Ramsey County Waterfowl Production Area
FWS,Rolette County Waterfowl Production Area
FWS,Sheridan County Waterfowl Production Area
FWS,Stutsman County Waterfowl Production Area
FWS,Towner County Waterfowl Production Area
FWS,Ward County Waterfowl Production Area
FWS,Wells County Waterfowl Production Area
FWS,Williams County Waterfowl Production Area
FWS,Rolette County Waterfowl Production Area
BLM,Santa Rosa Wilderness
BLM,Gunnison Gorge Wilderness
BLM,Cebolla Wilderness
BLM,West Malpais Wilderness
BLM,Big Horn Mountains Wilderness
BLM,Grand Wash Cliffs Wilderness
BLM,Mount Logan Wilderness
BLM,Mount Trumbull Wilderness
BLM,Paiute Wilderness
BLM,Fish Creek Mountains Wilderness
BLM,Aravaipa Canyon Wilderness
BLM,Beaver Dam Mountains Wilderness
BLM,Argus Range Wilderness
BLM,Arrastra Mountain Wilderness
BLM,Aubrey Peak Wilderness
BLM,Baboquivari Peak Wilderness
BLM,Beaver Dam Mountains Wilderness
BLM,Bighorn Mountain Wilderness
BLM,Bisti/De-na-zin Wilderness
BLM,Black Mountain Wilderness
BLM,Bright Star Wilderness
BLM,Harcuvar Mountains Wilderness
BLM,Bristol Mountains Wilderness
BLM,Cadiz Dunes Wilderness
BLM,Carrizo Gorge Wilderness
BLM,Chemehuevi Mountains Wilderness
BLM,El Paso Mountains Wilderness
BLM,Chimney Peak Wilderness
BLM,Chuckwalla Mountains Wilderness
BLM,Cleghorn Lakes Wilderness
BLM,Clipper Mountain Wilderness
BLM,Coso Range Wilderness
BLM,Cottonwood Point Wilderness
BLM,Coyote Mountains Wilderness
BLM,Coyote Mountains Wilderness
BLM,Darwin Falls Wilderness
BLM,Dead Mountains Wilderness
BLM,Domeland Wilderness
BLM,Dos Cabezas Mountains Wilderness
BLM,Harquahala Mountains Wilderness
BLM,Eagletail Mountains Wilderness
BLM,East Cactus Plain Wilderness
BLM,Fishhooks Wilderness
BLM,Funeral Mountains Wilderness
BLM,Gibraltar Mountain Wilderness
BLM,Golden Valley Wilderness
BLM,Grass Valley Wilderness
BLM,Hassayampa River Canyon Wilderness
BLM,Hells Canyon Wilderness
BLM,Hollow Hills Wilderness
BLM,Hummingbird Springs Wilderness
BLM,Ibex Wilderness
BLM,Indian Pass Wilderness
BLM,Malpais Mesa Wilderness
BLM,Manly Peak Wilderness
BLM,Trinity Alps Wilderness
BLM,Inyo Mountains Wilderness
BLM,Jacumba Wilderness
BLM,Juniper Dunes Wilderness
BLM,Needle's Eye Wilderness
BLM,Kanab Creek Wilderness
BLM,Kelso Dunes Wilderness
BLM,Mecca Hills Wilderness
BLM,Mesquite Wilderness
FS,Piney Creek Wilderness
BLM,Kiavah Wilderness
BLM,Kingston Range Wilderness
BLM,Lee Metcalf Wilderness (Bear Trap Canyon Unit)
BLM,Little Chuckwalla Mountains Wilderness
BLM,Little Picacho Wilderness
BLM,Machesna Mountain Wilderness
BLM,Mount Nutt Wilderness
BLM,Mount Tipton Wilderness
BLM,Mount Wilson Wilderness
BLM,Muggins Mountain Wilderness
BLM,New Water Mountains Wilderness
BLM,Newberry Mountains Wilderness
BLM,Nopah Range Wilderness
BLM,North Algodones Dunes Wilderness
BLM,North Maricopa Mountains Wilderness
BLM,North Mesquite Mountains Wilderness
BLM,North Santa Teresa Wilderness
BLM,Old Woman Mountains Wilderness
BLM,Orocopia Mountains Wilderness
BLM,Otay Mountain Wilderness
BLM,Piper Mountain Wilderness
BLM,Owens Peak Wilderness
BLM,Pahrump Valley Wilderness
BLM,Paiute Wilderness
BLM,Rodman Mountains Wilderness
BLM,Palen/McCoy Wilderness
BLM,Palo Verde Mountains Wilderness
BLM,Piute Mountains Wilderness
BLM,Powderhorn Wilderness
BLM,Rawhide Mountains Wilderness
BLM,Redfield Canyon Wilderness
BLM,Resting Spring Range Wilderness
BLM,Rice Valley Wilderness
BLM,Riverside Mountains Wilderness
BLM,Paria Canyon-Vermilion Cliffs Wilderness
BLM,Peloncillo Mountains Wilderness
BLM,Picacho Peak Wilderness
BLM,Sacatar Trail Wilderness
BLM,Saddle Peak Hills Wilderness
BLM,Trilobite Wilderness
BLM,San Gorgonio Wilderness
BLM,Santa Lucia Wilderness
BLM,Sawtooth Mountains Wilderness
BLM,Sheephole Valley Wilderness
BLM,Sierra Estrella Wilderness
BLM,Signal Mountain Wilderness
BLM,South Maricopa Mountains Wilderness
BLM,South Nopah Range Wilderness
BLM,Stateline Wilderness
BLM,Stepladder Mountains Wilderness
BLM,Surprise Canyon Wilderness
BLM,Swansea Wilderness
BLM,Sylvania Mountains Wilderness
BLM,Table Rock Wilderness
FS,Ellicott Rock Wilderness
BLM,Table Top Wilderness
BLM,Tres Alamos Wilderness
BLM,Trigo Mountain Wilderness
FS,Sarvis Creek Wilderness
BLM,Turtle Mountains Wilderness
BLM,Uncompahgre Wilderness
BLM,Upper Burro Creek Wilderness
BLM,Wabayuma Peak Wilderness
FS,Anaconda Pintler Wilderness
BLM,Warm Springs Wilderness
BLM,Whipple Mountains Wilderness
BLM,White Canyon Wilderness
FS,Ellicott Rock Wilderness
BLM,Wild Rogue Wilderness
BLM,Woolsey Peak Wilderness
BLM,Yolla Bolly-Middle Eel Wilderness
FS,Aldo Leopold Wilderness
FS,Ellicott Rock Wilderness
FS,Absaroka-Beartooth Wilderness
FS,Anaconda Pintler Wilderness
FS,Apache Kid Wilderness
FS,Absaroka-Beartooth Wilderness
FS,Absaroka-Beartooth Wilderness
FS,Agua Tibia Wilderness
FS,Alexander Springs Wilderness
FS,Ansel Adams Wilderness
FS,Bridge Creek Wilderness
FS,Arc Dome Wilderness
FS,Ashdown Gorge Wilderness
FS,Black Canyon Wilderness
FS,Alpine Lakes Wilderness
FS,Ansel Adams Wilderness
FS,Apache Creek Wilderness
FS,Alpine Lakes Wilderness
FS,Alta Toquima Wilderness
FS,Anaconda Pintler Wilderness
FS,Badger Creek Wilderness
FS,Bald Knob Wilderness
FS,Bald River Gorge Wilderness
FS,Barbours Creek Wilderness
FS,Bay Creek Wilderness
BLM,Jarbidge River Wilderness Study Area
FS,Bear Wallow Wilderness
FS,Beartown Wilderness
FS,Bighorn Mountain Wilderness
FS,Billies Bay Wilderness
FS,Beaver Creek Wilderness
FS,Bell Mountain Wilderness
FS,Big Branch Wilderness
FS,Big Frog Wilderness
FS,Big Gum Swamp Wilderness
FS,Big Island Lake Wilderness
FS,Big Laurel Branch Wilderness
FS,Big Slough Wilderness
FS,Black Creek Wilderness
FS,Black Elk Wilderness
FS,Black Fork Mountain Wilderness
FS,Blackjack Springs Wilderness
FS,Blood Mountain Wilderness
FS,Blue Range Wilderness
FS,Blue Range Wilderness
FS,Boulder River Wilderness
FS,Boundary Peak Wilderness
FS,Boundary Waters Canoe Area Wilderness
FS,Quinn Canyon Wilderness
FS,Bob Marshall Wilderness
FS,Bob Marshall Wilderness
FS,Bob Marshall Wilderness
FS,Boulder Creek Wilderness
FS,Box-Death Hollow Wilderness
FS,Bradwell Bay Wilderness
FS,Brasstown Wilderness
FS,Breadloaf Wilderness
FS,Bucks Lake Wilderness
FS,Diamond Peak Wilderness
FS,Bridger Wilderness
FS,Bristol Cliffs Wilderness
FS,Buckhorn Wilderness
FS,Burden Falls Wilderness
FS,Byers Peak Wilderness
FS,Buffalo Peaks Wilderness
FS,Buffalo Peaks Wilderness
FS,Bull of the Woods Wilderness
FS,Cabinet Mountains Wilderness
FS,Drift Creek Wilderness
FS,Cabinet Mountains Wilderness
FS,Cache La Poudre Wilderness
FS,Caney Creek Wilderness
FS,Capitan Mountains Wilderness
BLM,Cedar Roughs Wilderness Study Area
FS,Caribou-Speckled Mountain Wilderness
FS,Caribou Wilderness
FS,Carson-Iceberg Wilderness
FS,Carson-Iceberg Wilderness
FS,Castle Crags Wilderness
FS,Castle Creek Wilderness
FS,Catfish Lake South Wilderness
FS,Dry Creek Wilderness
BLM,Badlands Wilderness Study Area
FS,Cedar Bench Wilderness
FS,Chama River Canyon Wilderness
FS,Chanchelulla Wilderness
FS,Charles C. Deam Wilderness
FS,Cheaha Wilderness
FS,Dugger Mountain Wilderness
FS,Chiricahua National Monument Wilderness
FS,Citico Creek Wilderness
FS,Clear Springs Wilderness
FS,East Humboldts Wilderness
FS,Chuck River Wilderness
FS,Clearwater Wilderness
FS,Colonel Bob Wilderness
BLM,Stafford Wilderness Study Area
FS,Chumash Wilderness
FS,Cohutta Wilderness
FS,Dome Wilderness
FS,Clifty Wilderness
FS,Cloud Peak Wilderness
FS,Collegiate Peaks Wilderness
FS,Collegiate Peaks Wilderness
FS,Collegiate Peaks Wilderness
FS,Comanche Peak Wilderness
FS,Cranberry Wilderness
FS,Cruces Basin Wilderness
FS,Cucamonga Wilderness
FS,Cucamonga Wilderness
FS,Coronation Island Wilderness
FS,Cummins Creek Wilderness
FS,Currant Mountain Wilderness
FS,Dark Canyon Wilderness
FS,Delirium Wilderness
FS,Deseret Peak Wilderness
FS,Desolation Wilderness
FS,Devils Backbone Wilderness
FS,Diamond Peak Wilderness
FS,Dick Smith Wilderness
FS,Dinkey Lakes Wilderness
FS,Domeland Wilderness
FS,Eagle Cap Wilderness
FS,Encampment River Wilderness
FS,Jarbidge Wilderness
FS,Eagle Cap Wilderness
FS,Eagles Nest Wilderness
FS,Four Peaks Wilderness
FS,Latir Peak Wilderness
FS,Eagles Nest Wilderness
FS,East Fork Wilderness
FS,Emigrant Wilderness
FS,Endicott River Wilderness
FS,Escudilla Wilderness
FS,Fitzpatrick Wilderness
FS,Flat Tops Wilderness
FS,Juniper Mesa Wilderness
FS,Juniper Prairie Wilderness
FS,Flat Tops Wilderness
FS,Flatside Wilderness
FS,Russian Wilderness
FS,Fossil Ridge Wilderness
FS,Fossil Springs Wilderness
FS,Frank Church-River of No Return Wilderness
FS,Lee Metcalf Wilderness (Taylor-Hilgard Unit)
FS,Frank Church-River of No Return Wilderness
FS,Galiuro Wilderness
FS,Lewis Fork Wilderness
FS,Garcia Wilderness
FS,Garden of the Gods Wilderness
FS,Gates of the Mountains Wilderness
FS,Gearhart Mountain Wilderness
FS,Gee Creek Wilderness
FS,George D. Aiken Wilderness
FS,Laurel Fork North Wilderness
FS,Linville Gorge Wilderness
FS,Little Dry Run Wilderness
FS,Salmo-Priest Wilderness
FS,Gila Wilderness
FS,Goat Rocks Wilderness
FS,Glacier Peak Wilderness
FS,Goat Rocks Wilderness
FS,Golden Trout Wilderness
FS,Glacier Peak Wilderness
FS,Glacier View Wilderness
FS,Grant Range Wilderness
FS,Grassy Knob Wilderness
FS,Laurel Fork South Wilderness
FS,Golden Trout Wilderness
FS,Gospel-Hump Wilderness
FS,Granite Chief Wilderness
FS,Granite Mountain Wilderness
FS,Great Bear Wilderness
FS,Great Gulf Wilderness
FS,Greenhorn Mountain Wilderness
FS,Gros Ventre Wilderness
FS,Henry M. Jackson Wilderness
FS,Hercules-Glades Wilderness
FS,Leaf Wilderness
FS,Gros Ventre Wilderness
FS,Hauser Wilderness
FS,Headwaters Wilderness
FS,Hell Hole Bay Wilderness
FS,Hellsgate Wilderness
FS,Hickory Creek Wilderness
FS,Kachina Peaks Wilderness
FS,Leatherwood Wilderness
FS,Henry M. Jackson Wilderness
FS,Henry M. Jackson Wilderness
FS,James River Face Wilderness
FS,High Uintas Wilderness
FS,High Uintas Wilderness
FS,Holy Cross Wilderness
FS,Lee Metcalf Wilderness (Monument Mountain Unit)
FS,Holy Cross Wilderness
FS,Hoover Wilderness
FS,Hoover Wilderness
FS,Horseshoe Bay Wilderness
FS,Lee Metcalf Wilderness (Spanish Peaks Unit)
FS,Hunter-Fryingpan Wilderness
FS,Hurricane Creek Wilderness
FS,Huston Park Wilderness
FS,Indian Heaven Wilderness
FS,Indian Mounds Wilderness
FS,Indian Peaks Wilderness
FS,Indian Peaks Wilderness
FS,Inyo Mountains Wilderness
FS,Irish Wilderness
FS,Ishi Wilderness
FS,Jedediah Smith Wilderness
FS,Jennie Lakes Wilderness
FS,John Muir Wilderness
FS,Kaiser Wilderness
FS,La Garita Wilderness
FS,Little Wilson Creek Wilderness
FS,John Muir Wilderness
FS,Joyce Kilmer-Slickrock Wilderness
FS,Joyce Kilmer-Slickrock Wilderness
FS,Menagerie Wilderness
FS,Kalmiopsis Wilderness
FS,Kiavah Wilderness
FS,Kimberling Creek Wilderness
FS,Kisatchie Hills Wilderness
FS,Kuiu Wilderness
FS,La Garita Wilderness
FS,Kanab Creek Wilderness
FS,Karta River Wilderness
FS,Kendrick Mountain Wilderness
FS,Kendrick Mountain Wilderness
FS,Lake Chelan-Sawtooth Wilderness
FS,Lake Chelan-Sawtooth Wilderness
FS,Middle Prong Wilderness
FS,Little Frog Mountain Wilderness
FS,Little Lake Creek Wilderness
FS,Little Lake George Wilderness
FS,Little Wambaw Swamp Wilderness
FS,Lizard Head Wilderness
FS,Lizard Head Wilderness
FS,Lone Peak Wilderness
FS,Lone Peak Wilderness
FS,Lost Creek Wilderness
FS,Lusk Creek Wilderness
FS,Lye Brook Wilderness
FS,Machesna Mountain Wilderness
FS,Mackinac Wilderness
FS,Manzano Mountain Wilderness
FS,Marble Mountain Wilderness
FS,Mark O. Hatfield Wilderness
FS,Mark Trail Wilderness
FS,Maroon Bells-Snowmass Wilderness
FS,Mill Creek Wilderness
FS,Maroon Bells-Snowmass Wilderness
FS,Matilija Wilderness
FS,Middle Santiam Wilderness
FS,Miller Peak Wilderness
FS,Welcome Creek Wilderness
FS,Maurille Islands Wilderness
FS,Mazatzal Wilderness
FS,McCormick Wilderness
FS,Mission Mountains Wilderness
FS,Mokelumne Wilderness
FS,Mount Jefferson Wilderness
FS,Mokelumne Wilderness
FS,Mount Olympus Wilderness
FS,Mokelumne Wilderness
FS,Monarch Wilderness
FS,Monarch Wilderness
FS,Monument Rock Wilderness
FS,Monument Rock Wilderness
FS,Mount Adams Wilderness
FS,Mount Baker Wilderness
FS,Mount Baldy Wilderness
FS,Mount Charleston Wilderness
FS,Mount Nebo Wilderness
FS,Mount Rose Wilderness
BLM,Steep Creek Wilderness Study Area
FS,Mount Evans Wilderness
FS,Mount Evans Wilderness
FS,Mount Hood Wilderness
FS,Mount Jefferson Wilderness
FS,Mount Jefferson Wilderness
FS,Mount Massive Wilderness
FS,Mount Moriah Wilderness
FS,Mount Naomi Wilderness
FS,Pocosin Wilderness
FS,Mount Shasta Wilderness
FS,Mount Skokomish Wilderness
FS,Mount Sneffels Wilderness
FS,Mount Thielsen Wilderness
FS,Pond Mountain Wilderness
FS,Mount Thielsen Wilderness
FS,Mount Thielsen Wilderness
FS,Mount Timpanogos Wilderness
FS,Mount Washington Wilderness
FS,Mount Washington Wilderness
FS,Munds Mountain Wilderness
FS,Pond Pine Wilderness
FS,Never Summer Wilderness
FS,Never Summer Wilderness
FS,Mount Zirkel Wilderness
FS,Mountain Lake Wilderness
FS,Mountain Lakes Wilderness
FS,Mt. Wrightson Wilderness
FS,Mud Swamp/New River Wilderness
FS,Neota Wilderness
FS,Noisy-Diobsud Wilderness
FS,Nordhouse Dunes Wilderness
FS,Norse Peak Wilderness
FS,North Fork John Day Wilderness
FS,North Fork Umatilla Wilderness
FS,North Fork Wilderness
FS,North Absaroka Wilderness
FS,North Fork John Day Wilderness
FS,Opal Creek Wilderness
FS,Otter Creek Wilderness
FS,Paddy Creek Wilderness
FS,Pajarita Wilderness
FS,Panther Den Wilderness
FS,Peru Peak Wilderness
FS,Peters Mountain Wilderness
FS,Rock River Canyon Wilderness
FS,Petersburg Creek-Duncan Salt Chuck Wilderness
FS,Pasayten Wilderness
FS,Pecos Wilderness
FS,Pecos Wilderness
FS,Pemigewasset Wilderness
FS,Pine Creek Wilderness
FS,Pine Mountain Wilderness
FS,Pine Mountain Wilderness
FS,Pine Valley Mountain Wilderness
FS,Piney Creek Wilderness
FS,Rockpile Mountain Wilderness
FS,Platte River Wilderness
FS,Platte River Wilderness
FS,Pleasant/Lemusurier/Inian Islands Wilderness
FS,Pusch Ridge Wilderness
FS,Popo Agie Wilderness
FS,Porcupine Lake Wilderness
FS,Poteau Mountain Wilderness
FS,Powderhorn Wilderness
FS,Presidential Range-Dry River Wilderness
FS,Priest Wilderness
FS,Ptarmigan Peak Wilderness
FS,Raggeds Wilderness
FS,Rainbow Lake Wilderness
FS,Ramseys Draft Wilderness
FS,Raven Cliffs Wilderness
FS,Rogue-Umpqua Divide Wilderness
FS,Yolla Bolly-Middle Eel Wilderness
NPS,Craters of the Moon National Monument Wilderness
FS,Ruby Mountains Wilderness
FS,Russell Fjord Wilderness
FS,Rawah Wilderness
FS,Rawah Wilderness
FS,Red Buttes Wilderness
FS,Red Buttes Wilderness
FS,Rogue-Umpqua Divide Wilderness
FS,Rough Mountain Wilderness
FS,Round Island Wilderness
FS,Hells Canyon Wilderness
FS,Red Rock-Secret Mountain Wilderness
FS,Rich Hole Wilderness
FS,Rich Mountain Wilderness
FS,Richland Creek Wilderness
FS,Rincon Mountain Wilderness
FS,Rock Creek Wilderness
FS,Saddle Mountain Wilderness
FS,Saint Mary's Wilderness
FS,San Gabriel Wilderness
FS,Salmo-Priest Wilderness
FS,Salmon-Huckleberry Wilderness
FS,Salome Wilderness
FS,Salt River Canyon Wilderness
FS,Sampson Mountain Wilderness
FS,San Gabriel Wilderness
FS,San Gorgonio Wilderness
BLM,The Blues Wilderness Study Area
FS,San Jacinto Wilderness
FS,San Mateo Canyon Wilderness
FS,San Pedro Parks Wilderness
FS,Sandwich Range Wilderness
NPS,Great Sand Dunes Wilderness
FS,Sarvis Creek Wilderness
FS,Savage Run Wilderness
FS,San Rafael Wilderness
FS,Sandia Mountain Wilderness
FS,Sangre de Cristo Wilderness
FS,Sangre de Cristo Wilderness
FS,Santa Lucia Wilderness
FS,Santa Rosa-Paradise Peak Wilderness
FS,Santa Rosa Wilderness
FS,Santa Teresa Wilderness
FS,Scapegoat Wilderness
FS,Scapegoat Wilderness
FS,Scapegoat Wilderness
BLM,The Cockscomb Wilderness Study Area
FS,Selway-Bitterroot Wilderness
FS,Selway-Bitterroot Wilderness
FS,Sky Lakes Wilderness
FS,Selway-Bitterroot Wilderness
FS,Sespe Wilderness
FS,Yolla Bolly-Middle Eel Wilderness
FS,Selway-Bitterroot Wilderness
FS,Shining Rock Wilderness
FS,Sierra Ancha Wilderness
FS,Silver Peak Wilderness
FS,Selway-Bitterroot Wilderness
FS,Sipsey Wilderness
FS,Sky Lakes Wilderness
FS,Selway-Bitterroot Wilderness
FS,Golden Trout Wilderness
BLM,Devil's Canyon Wilderness Study Area
FS,Selway-Bitterroot Wilderness
FS,Selway-Bitterroot Wilderness
BLM,Sand Hollow Wilderness Study Area
FS,Selway-Bitterroot Wilderness
BLM,Phipps Death Hollow Wilderness Study Area
FS,Selway-Bitterroot Wilderness
FWS,Red Rock Lakes Wilderness
FS,Sespe Wilderness
FS,Shawvers Run Wilderness
FS,Sheep Mountain Wilderness
FS,Sheep Ridge Wilderness
FS,Siskiyou Wilderness
FS,Siskiyou Wilderness
FS,Siskiyou Wilderness
FS,Strawberry Mountain Wilderness
FS,Snow Mountain Wilderness
FS,Soldier Creek Wilderness
FS,South Baranof Wilderness
FS,South Etolin Wilderness
FS,South Prince of Wales Wilderness
FS,South San Juan Wilderness
FS,Sturgeon River Gorge Wilderness
FWS,Wichita Mountains (North Mountain Unit) Wilderness
FS,Hyalite-Porcupine-Buffalo Horn Wilderness Study Area
FS,South San Juan Wilderness
FS,South Sierra Wilderness
FS,South Warner Wilderness
FS,Southern Nantahala Wilderness
FS,Southern Nantahala Wilderness
FS,Stikine-LeConte Wilderness
FS,Strawberry Crater Wilderness
FS,Superstition Wilderness
FS,Sycamore Canyon Wilderness
FS,Trinity Alps Wilderness
FS,Sycamore Canyon Wilderness
FS,Sycamore Canyon Wilderness
FS,Sylvania Wilderness
FS,Table Mountain Wilderness
FS,Tatoosh Wilderness
FS,Tebenkof Bay Wilderness
FS,Unaka Mountain Wilderness
FS,Warren Island Wilderness
FS,Teton Wilderness
FS,The Brothers Wilderness
FS,Thousand Lakes Wilderness
FS,Three Ridges Wilderness
FS,Uncompahgre Wilderness
FS,Upland Island Wilderness
FS,Washakie Wilderness
FS,Three Sisters Wilderness
FS,Upper Buffalo Wilderness
FS,Upper Kiamichi River Wilderness
FS,Vasquez Peak Wilderness
FWS,Blackbeard Island Wilderness
FS,Three Sisters Wilderness
FS,Thunder Ridge Wilderness
FS,Tracy Arm-Fords Terror Wilderness
FS,Trapper Creek Wilderness
FS,Tray Mountain Wilderness
FS,Wambaw Swamp Wilderness
FS,Trinity Alps Wilderness
FS,Trinity Alps Wilderness
FS,Trinity Alps Wilderness
FS,Turkey Hill Wilderness
FS,Twin Peaks Wilderness
FWS,Bosque del Apache (Chupadera Unit) Wilderness
FS,Ventana Wilderness
FS,Waldo Lake Wilderness
FS,Wambaw Creek Wilderness
FS,Wellsville Mountain Wilderness
FS,Wenaha-Tucannon Wilderness
FS,West Chichagof-Yakobi Wilderness
FWS,Bosque del Apache (Indian Well Unit) Wilderness
FS,West Clear Creek Wilderness
FS,Weminuche Wilderness
FS,Weminuche Wilderness
FS,West Elk Wilderness
FS,Monarch Wilderness
FS,Kootznoowoo Wilderness
FS,Wet Beaver Wilderness
BLM,Badlands Wilderness Study Area
FS,Wheeler Peak Wilderness
FS,Whisker Lake Wilderness
FS,White Mountain Wilderness
FS,Misty Fjords National Monument Wilderness
FS,Eagle Cap Wilderness
FS,Eagle Cap Wilderness
FWS,Bosque del Apache (Little San Pascual Unit) Wilderness
FS,Hells Canyon Wilderness
FS,Hells Canyon Wilderness
BLM,Baker Canyon Wilderness Study Area
FS,Wild Rogue Wilderness
FS,William O. Douglas Wilderness
FS,Yolla Bolly-Middle Eel Wilderness
BLM,Bear Mountain Wilderness Study Area
FS,William O. Douglas Wilderness
FS,Winegar Hole Wilderness
FS,Withington Wilderness
FS,Wonder Mountain Wilderness
FS,Woodchute Wilderness
FS,Hells Canyon Wilderness
FS,Rattlesnake Wilderness
BLM,Benton Range Wilderness Study Area
BLM,Big Butte Wilderness Study Area
FS,Sawtooth Wilderness
FWS,Agassiz Wilderness
FWS,Aleutian Islands Wilderness
FWS,Florida Keys Wilderness
BLM,Sawtooth Mountains A Wilderness Study Area
NPS,Hawaii Volcanoes Wilderness
NPS,Isle Royale Wilderness
FWS,Andreafsky Wilderness
FWS,Forrester Island Wilderness
NPS,Joshua Tree Wilderness
NPS,Katmai Wilderness
FWS,Becharof Wilderness
FWS,Bering Sea Wilderness
FWS,Big Lake Wilderness
FWS,Fort Niobrara Wilderness
FWS,Breton Wilderness
FWS,Brigantine Wilderness
FWS,Great Swamp National Wildlife Refuge Wilderness
FWS,Havasu Wilderness
FWS,Imperial Refuge Wilderness
FWS,Innoko Wilderness
FWS,Izembek Wilderness
FWS,Wolf Island Wilderness
FWS,Cape Romain Wilderness
FWS,Cedar Keys Wilderness
FWS,Chamisso Wilderness
FWS,Chase Lake Wilderness
NPS,Lava Beds Wilderness
FWS,Chassahowitzka Wilderness
FWS,Crab Orchard Wilderness
FWS,Farallon Wilderness
FWS,"J.N. ""Ding"" Darling Wilderness"
FWS,Koyukuk Wilderness
FWS,Lacassine Wilderness
FWS,Lake Woodruff Wilderness
FWS,Lostwood Wilderness
FWS,Monomoy Wilderness
FWS,Moosehorn Wilderness (Baring Unit)
FWS,Moosehorn Wilderness (Edmunds Unit)
FWS,Nunivak Wilderness
FWS,Okefenokee Wilderness
FWS,Oregon Islands Wilderness
FWS,Saint Marks Wilderness
FWS,Salt Creek Wilderness
FWS,Selawik Wilderness
FWS,Semidi Wilderness
FWS,Seney Wilderness
FWS,Cabeza Prieta Wilderness
FWS,Organ Pipe Cactus Wilderness
FWS,Simeonof Wilderness
FWS,Tamarac Wilderness
NPS,Badlands Wilderness
FWS,Swanquarter Wilderness
NPS,Bandelier Wilderness
NPS,Chiricahua National Monument Wilderness
NPS,Congaree Swamp National Monument Wilderness
FWS,Togiak Wilderness
FWS,Tuxedni Wilderness
FWS,UL Bend Wilderness
FWS,Unimak Wilderness
FWS,Wichita Mountains (Charons Garden Unit) Wilderness
FWS,Chassahowitzka Wilderness
FWS,"J.N. ""Ding"" Darling Wilderness"
FWS,Oregon Islands Wilderness
FWS,Three Arch Rocks Wilderness
BLM,Scott's Basin Wilderness Study Area
NPS,Organ Pipe Cactus Wilderness
NPS,Pinnacles Wilderness
NPS,Guadalupe Mountains Wilderness
NPS,Black Canyon of the Gunnison Wilderness
NPS,Carlsbad Caverns Wilderness
NPS,Death Valley Wilderness
NPS,Death Valley Wilderness
NPS,Death Valley Wilderness
NPS,Haleakala Wilderness
NPS,Denali Wilderness
NPS,Gates of the Arctic Wilderness
NPS,Glacier Bay Wilderness
NPS,Lassen Volcanic Wilderness
NPS,Marjory Stoneman Douglas Wilderness
NPS,Mesa Verde Wilderness
NPS,Mount Rainier Wilderness
NPS,Olympic Wilderness
BLM,Lower Stonehouse Wilderness Study Area
NPS,Gulf Islands Wilderness
NPS,Kobuk Valley Wilderness
NPS,Lake Clark Wilderness
NPS,Petrified Forest National Park Wilderness
BLM,Sewemup Mesa Wilderness Study Area
NPS,Saguaro Wilderness
NPS,Sequoia-Kings Canyon Wilderness
NPS,Marjory Stoneman Douglas Wilderness
NPS,Cumberland Island Wilderness
NPS,Fire Island Wilderness
NPS,Sequoia-Kings Canyon Wilderness
NPS,Shenandoah Wilderness
NPS,Buffalo National River (Lower Buffalo Unit) Wilderness
NPS,Stephen Mather Wilderness
NPS,Theodore Roosevelt Wilderness
NPS,Wrangell-Saint Elias Wilderness
NPS,Buffalo National River (Ponca Unit) Wilderness
NPS,Upper Buffalo Wilderness
BLM,King Hill Creek Wilderness Study Area
NPS,Yosemite Wilderness
NPS,Katmai Wilderness
NPS,Hawaii Volcanoes Wilderness
NPS,Isle Royale Wilderness
NPS,Katmai Wilderness
NPS,Lake Clark Wilderness
NPS,Mojave Wilderness
NPS,Noatak Wilderness
NPS,Wrangell-Saint Elias Wilderness
NPS,Stephen Mather Wilderness
NPS,Stephen Mather Wilderness
BLM,Sand Mountain Wilderness Study Area
NPS,Phillip Burton Wilderness
BLM,Great Rift Wilderness Study Area
BLM,Burning Hills Wilderness Study Area
BLM,Wild Horse Basin Wilderness Study Area
BLM,Carcass Canyon Wilderness Study Area
