Bus Name,Number of Lines,Total Capacity (kV)
Arizona Electric Power Coop Inc,1,115
AEP Texas Central Co,1,69
Arizona Electric Power Coop Inc,1,230
Tucson Electric Power Co,1,138
Tucson Electric Power Co,1,345
Tucson Electric Power Co,1,345
Undetermined Company,1,4
Undetermined Company,1,4
Arizona Electric Power Coop Inc,1,230
El Paso Electric Co,1,115
El Paso Electric Co,1,115
El Paso Electric Co,1,115
El Paso Electric Co,1,115
US Dept of Energy,1,115
Sulphur Springs Valley Electric Coop Inc,1,-99
Undetermined Company,1,4
El Paso Electric Co,1,-99
AEP Texas Central Co,1,138
Undetermined Company,1,4
CenterPoint Energy Houston Electric LLC,1,345
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,2,138
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,345
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,-99
Entergy Gulf States Inc,1,69
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,345
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Undetermined Company,1,4
Undetermined Company,1,4
CenterPoint Energy Houston Electric LLC,1,345
AEP Texas Central Co,1,69
CenterPoint Energy Houston Electric LLC,2,690
South Texas Electric Coop Inc,1,69
AEP Texas Central Co,1,69
AEP Texas Central Co,1,69
AEP Texas Central Co,1,69
AEP Texas Central Co,1,69
AEP Texas Central Co,1,69
CenterPoint Energy Houston Electric LLC,1,345
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Undetermined Company,1,4
Undetermined Company,1,4
CenterPoint Energy Houston Electric LLC,1,345
CenterPoint Energy Houston Electric LLC,1,345
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,69
CenterPoint Energy Houston Electric LLC,1,69
Undetermined Company,1,4
Undetermined Company,1,4
CenterPoint Energy Houston Electric LLC,2,690
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
AEP Texas Central Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
South Texas Electric Coop Inc,1,69
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
Texas New Mexico Power Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,2,276
CenterPoint Energy Houston Electric LLC,2,276
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
Texas New Mexico Power Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
Undetermined Company,1,345
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
AEP Texas Central Co,1,138
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
CenterPoint Energy Houston Electric LLC,2,690
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
CenterPoint Energy Houston Electric LLC,1,138
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
AEP Texas Central Co,1,69
CenterPoint Energy Houston Electric LLC,2,690
Undetermined Company,1,69
CenterPoint Energy Houston Electric LLC,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,2,276
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
Texas New Mexico Power Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,2,276
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
Texas New Mexico Power Co,1,138
Texas New Mexico Power Co,1,138
Texas New Mexico Power Co,1,138
Texas New Mexico Power Co,1,138
Texas New Mexico Power Co,1,138
Texas New Mexico Power Co,1,138
Texas New Mexico Power Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
AEP Texas Central Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
AEP Texas Central Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
AEP Texas Central Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
Texas New Mexico Power Co,1,138
Texas New Mexico Power Co,1,138
Texas New Mexico Power Co,1,138
Texas New Mexico Power Co,1,138
Undetermined Company,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
Undetermined Company,1,4
Texas New Mexico Power Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,2,276
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,2,276
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,2,276
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
AEP Texas North Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Texas New Mexico Power Co,1,69
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,1,4
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,1,138
Texas New Mexico Power Co,1,138
AEP Texas Central Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
Texas New Mexico Power Co,1,138
CenterPoint Energy Houston Electric LLC,1,138
CenterPoint Energy Houston Electric LLC,2,276
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Lower Colorado River Authority,1,138
Undetermined Company,1,138
Undetermined Company,2,690
Lower Colorado River Authority,1,138
Lower Colorado River Authority,2,690
Undetermined Company,1,4
Oncor Electric Delivery,2,690
Lower Colorado River Authority,1,69
Oncor Electric Delivery,2,690
Oncor Electric Delivery,1,345
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,2,690
Undetermined Company,2,690
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,4
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,345
Oncor Electric Delivery,1,69
Oncor Electric Delivery,2,690
Oncor Electric Delivery,1,345
Oncor Electric Delivery,2,690
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,345
Undetermined Company,1,345
Undetermined Company,1,345
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,4
Lower Colorado River Authority,1,69
Undetermined Company,1,4
Undetermined Company,1,4
Undetermined Company,2,690
Austin Energy,2,690
Lower Colorado River Authority,1,69
Undetermined Company,1,345
Undetermined Company,1,345
Lower Colorado River Authority,2,690
Lower Colorado River Authority,1,69
Lower Colorado River Authority,1,69
Lower Colorado River Authority,1,69
Undetermined Company,1,138
Lower Colorado River Authority,1,69
Oncor Electric Delivery,2,138
Oncor Electric Delivery,2,138
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Undetermined Company,1,345
Brazos Electric Power Coop,1,69
Brazos Electric Power Coop,1,69
Brazos Electric Power Coop,1,69
Brazos Electric Power Coop,1,69
Brazos Electric Power Coop,1,69
Brazos Electric Power Coop,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,345
Undetermined Company,1,4
Undetermined Company,1,4
Lower Colorado River Authority,1,69
Lower Colorado River Authority,1,69
Lower Colorado River Authority,1,138
Undetermined Company,1,138
Austin Energy,1,138
Austin Energy,1,138
Undetermined Company,1,138
Lower Colorado River Authority,1,138
Austin Energy,2,276
Undetermined Company,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
AEP Texas North Co,1,138
Brazos Electric Power Coop,1,138
Undetermined Company,1,138
Oncor Electric Delivery,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Oncor Electric Delivery,1,138
Lower Colorado River Authority,1,69
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Undetermined Company,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,2,690
Oncor Electric Delivery,1,345
Oncor Electric Delivery,1,345
Undetermined Company,2,690
Undetermined Company,1,69
Undetermined Company,1,4
Oncor Electric Delivery,1,69
Undetermined Company,1,4
Undetermined Company,1,4
Lower Colorado River Authority,1,69
Texas New Mexico Power Co,1,69
Brazos Electric Power Coop,1,69
Undetermined Company,1,138
Lower Colorado River Authority,1,138
Undetermined Company,1,138
Oncor Electric Delivery,2,690
Oncor Electric Delivery,1,345
Brazos Electric Power Coop,1,69
Brazos Electric Power Coop,1,69
Austin Energy,1,138
Austin Energy,1,138
Oncor Electric Delivery,1,69
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Undetermined Company,1,69
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Austin Energy,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Oncor Electric Delivery,1,138
Brazos Electric Power Coop,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
AEP Texas North Co,1,138
Austin Energy,1,138
Brazos Electric Power Coop,1,138
Lower Colorado River Authority,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Undetermined Company,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Lower Colorado River Authority,1,138
Austin Energy,1,138
Lower Colorado River Authority,2,276
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Lower Colorado River Authority,1,138
Austin Energy,2,276
Oncor Electric Delivery,1,138
Undetermined Company,1,138
Lower Colorado River Authority,1,138
Oncor Electric Delivery,1,138
Oncor Electric Delivery,1,138
Lower Colorado River Authority,1,138
Austin Energy,1,138
Lower Colorado River Authority,1,138
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Oncor Electric Delivery,1,69
Lower Colorado River Authority,1,69
Lower Colorado River Authority,1,69
Brazos Electric Power Coop,1,69
Brazos Electric Power Coop,1,69
Lower Colorado River Authority,1,69
Ohio Edison Co,1,138
Ohio Edison Co,2,138
Ohio Edison Co,1,345
Pennsylvania Power Co,2,276
Ohio Edison Co,1,345
Ohio Edison Co,1,345
Ohio Edison Co,1,23
Ohio Edison Co,1,345
Undetermined Company,1,4
Ohio Edison Co,1,345
Undetermined Company,2,46
Duquesne Light Co,1,345
Ohio Edison Co,1,138
Pennsylvania Power Co,1,345
Undetermined Company,1,4
Ohio Edison Co,1,345
Ohio Edison Co,1,345
Ohio Edison Co,1,345
Duquesne Light Co,1,345
Pennsylvania Power Co,1,345
Pennsylvania Power Co,1,345
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Pennsylvania Power Co,1,345
Undetermined Company,1,4
Pennsylvania Power Co,1,345
Ohio Edison Co,1,345
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,345
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Pennsylvania Power Co,2,276
Ohio Edison Co,1,345
Ohio Edison Co,1,138
Ohio Edison Co,1,138
West Penn Power Co,1,138
West Penn Power Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Pennsylvania Power Co,1,138
West Penn Power Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Ohio Edison Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
West Penn Power Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Undetermined Company,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
West Penn Power Co,1,138
West Penn Power Co,1,138
West Penn Power Co,1,138
Undetermined Company,1,138
Duquesne Light Co,1,138
Undetermined Company,1,4
Ohio Edison Co,1,345
Ohio Edison Co,1,345
Ohio Edison Co,1,345
Ohio Power Co,1,345
Duquesne Light Co,1,69
Undetermined Company,2,138
Duquesne Light Co,1,345
Undetermined Company,2,138
Duquesne Light Co,1,345
Duquesne Light Co,1,69
Duquesne Light Co,2,690
Ohio Edison Co,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,4
Undetermined Company,1,4
Duquesne Light Co,1,345
Duquesne Light Co,2,276
Pennsylvania Power Co,2,276
Ohio Edison Co,1,345
Ohio Power Co,1,138
Pennsylvania Power Co,1,138
Undetermined Company,1,138
Ohio Power Co,2,276
Duquesne Light Co,1,138
Duquesne Light Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Edison Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,115
Ohio Power Co,1,138
Duquesne Light Co,1,138
Undetermined Company,1,138
Ohio Edison Co,1,138
Duquesne Light Co,1,138
Duquesne Light Co,1,138
Duquesne Light Co,1,138
Duquesne Light Co,2,276
Duquesne Light Co,2,276
Duquesne Light Co,1,138
Pennsylvania Power Co,1,138
Undetermined Company,1,138
Duquesne Light Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Pennsylvania Power Co,1,138
Duquesne Light Co,1,138
Ohio Edison Co,1,138
Undetermined Company,1,138
Duquesne Light Co,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Pennsylvania Power Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Duquesne Light Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Pennsylvania Power Co,2,276
Undetermined Company,1,69
Undetermined Company,1,138
Ohio Edison Co,1,138
Duquesne Light Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Pennsylvania Power Co,1,138
Pennsylvania Power Co,1,138
Duquesne Light Co,1,138
Pennsylvania Power Co,1,138
Ohio Edison Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,115
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,115
Ohio Power Co,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Ohio Edison Co,1,115
Ohio Edison Co,1,138
Undetermined Company,1,69
Ohio Edison Co,1,138
Undetermined Company,1,138
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,4
Columbus Southern Power Co,1,115
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Dayton Power & Light Co (The),1,138
Ohio Edison Co,1,138
Ohio Power Co,2,690
Ohio Power Co,1,345
Ohio Power Co,1,345
Ohio Power Co,4,3060
Ohio Power Co,1,345
Undetermined Company,1,4
Undetermined Company,1,4
Duke Energy Ohio,1,345
Ohio Power Co,1,345
Columbus Southern Power Co,1,69
Dayton Power & Light Co (The),1,69
Ohio Power Co,1,69
Ohio Power Co,1,69
Duke Energy Ohio,1,345
Duke Energy Ohio,1,345
Ohio Power Co,1,345
Undetermined Company,1,69
Ohio Power Co,1,69
Ohio Power Co,1,69
Ohio Power Co,1,69
Undetermined Company,1,4
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Duke Energy Ohio,1,345
Undetermined Company,1,69
Ohio Power Co,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Columbus Southern Power Co,1,345
Ohio Power Co,1,345
Ohio Power Co,2,690
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Undetermined Company,1,138
Ohio Power Co,1,138
Ohio Power Co,1,345
Ohio Power Co,1,345
Undetermined Company,1,4
Undetermined Company,1,4
Ohio Power Co,1,138
Ohio Power Co,1,765
American Electric Power Co Inc,1,345
Ohio Power Co,1,345
Ohio Power Co,1,138
Monongahela Power Co,1,138
Undetermined Company,1,138
Undetermined Company,1,69
Ohio Power Co,1,765
Undetermined Company,1,138
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Ohio Power Co,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Columbus Southern Power Co,1,115
Columbus Southern Power Co,2,276
Columbus Southern Power Co,1,138
Columbus Southern Power Co,2,276
Ohio Power Co,1,115
Monongahela Power Co,1,138
Undetermined Company,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Undetermined Company,1,138
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Ohio Power Co,1,765
Undetermined Company,1,345
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,69
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Ohio Power Co,1,115
Ohio Power Co,1,138
Columbus Southern Power Co,1,115
Columbus Southern Power Co,1,115
Columbus Southern Power Co,1,138
Undetermined Company,1,138
Ohio Power Co,1,138
Columbus Southern Power Co,1,138
Monongahela Power Co,1,138
Monongahela Power Co,1,138
Monongahela Power Co,1,138
Monongahela Power Co,1,138
Monongahela Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,2,276
Ohio Power Co,1,138
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,115
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,115
Columbus Southern Power Co,1,115
Undetermined Company,1,138
Ohio Power Co,2,276
Columbus Southern Power Co,1,138
Columbus Southern Power Co,2,276
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Undetermined Company,1,138
Ohio Power Co,1,138
Ohio Edison Co,1,138
Undetermined Company,1,138
Undetermined Company,2,276
Undetermined Company,1,138
Undetermined Company,1,138
Ohio Edison Co,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Ohio Power Co,1,138
Columbus Southern Power Co,1,138
Duke Energy Ohio,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Undetermined Company,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,115
Ohio Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,115
Ohio Power Co,1,115
Ohio Power Co,1,115
Ohio Power Co,1,115
Ohio Power Co,1,138
Undetermined Company,1,138
Undetermined Company,1,138
Ohio Edison Co,1,138
Ohio Edison Co,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Dayton Power & Light Co (The),1,138
Dayton Power & Light Co (The),1,138
Undetermined Company,1,138
Monongahela Power Co,1,138
Monongahela Power Co,1,138
Monongahela Power Co,1,138
Monongahela Power Co,2,276
Monongahela Power Co,2,276
Monongahela Power Co,1,138
Monongahela Power Co,1,138
Monongahela Power Co,1,138
Ohio Power Co,2,276
Monongahela Power Co,1,138
Undetermined Company,1,138
Ohio Power Co,2,230
Columbus Southern Power Co,1,138
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Ohio Edison Co,2,276
Undetermined Company,1,138
Ohio Power Co,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,138
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,1,115
Monongahela Power Co,1,138
Undetermined Company,1,138
Columbus Southern Power Co,1,138
Ohio Power Co,1,138
Ohio Edison Co,1,138
Columbus Southern Power Co,1,138
Undetermined Company,1,138
Monongahela Power Co,1,138
Dayton Power & Light Co (The),1,138
Columbus Southern Power Co,1,138
Columbus Southern Power Co,2,276
Columbus Southern Power Co,1,138
Ohio Power Co,1,138
Monongahela Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Monongahela Power Co,1,138
Columbus Southern Power Co,1,138
Ohio Power Co,1,138
Ohio Power Co,1,138
Undetermined Company,1,115
Undetermined Company,1,138
Appalachian Power Co,1,765
Undetermined Company,1,69
Dayton Power & Light Co (The),1,69
Undetermined Company,1,69
Undetermined Company,1,69
Ohio Edison Co,1,69
Undetermined Company,2,138
Undetermined Company,1,69
Undetermined Company,1,138
Ohio Power Co,1,138
Ohio Edison Co,1,138
Florida Power & Light Co,1,138
Progress Energy Florida,1,69
Florida Power & Light Co,1,138
Florida Power & Light Co,1,138
Florida Power & Light Co,1,138
Progress Energy Florida,1,115
Tampa Electric Co,1,230
Undetermined Company,1,230
Undetermined Company,1,69
Vero Beach Municipal Utilities,1,69
Vero Beach Municipal Utilities,1,69
Undetermined Company,1,4
Progress Energy Florida,1,230
Tampa Electric Co,1,230
Progress Energy Florida,1,230
Progress Energy Florida,1,230
Progress Energy Florida,1,230
Undetermined Company,1,4
Undetermined Company,1,230
Florida Power & Light Co,1,138
Florida Power & Light Co,1,138
Florida Power & Light Co,1,138
Florida Power & Light Co,1,138
Progress Energy Florida,1,115
Fort Pierce Utility Authority,1,69
Fort Pierce Utility Authority,1,69
